SampleID	SampleID2	RIBBITR_ID	Species	Date	Location	region	site	survey_time	life_stage	sex	snout_vent_length	body_mass_g		ColoniesBact	ColoniesPast	CFU_bact	CFU_past	Percent_spore	Total bacteria_blue	Total_bacteria_red	No_fields_obs	Dilution factor	Area_mm2	Total_cells_ml	Active_cells_ml	Per_active	Per_dormant	ViableFluorRep1	TotalFluorRep1	ViableFluorRep2	TotalFluorRep2	ViableFluorRep3	TotalFluorRep3	ViableFluorAvg	TotalFluorAvg	PerViableSpores	S16CopiesRep1	S16CopiesRep2	S16CopiesRep3	S16CopiesAvg	bd_replicates	bd_detected	bd_mean_its1_copies_per_swab	total_peptides_ug	TotalNoSporesTbCl	ViableNoSporesTbCl	TotalNoSporesTbClCorrected	ViableNoSporesTbClCorrected	body_temp_c	lat	long	annual_mean_temp	mean_diurnal_range	isothermality	temp_seasonality	max_temp_warmest_month	min_temp_coldest_month	temp_annual_range	mean_temp_wettest_quarter	mean_temp_driest_quarter	mean_temp_warmest_quarter	mean_temp_coldest_quarter	annual_precip	precip_wettest_month	precip_driest_month	precip_seasonality	precip_wettest_quarter	precip_driest_quarter	precip_warmest_quarter	precip_coldest_quarter	Elevation_M
N/A	N/A	Pe_16S00464	Desmognathus ochrophaeus	5/28/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		274	76	2.74E+05	7600	0.027737226	309	287	10	100	4	1.24E+06	1.15E+06	0.928802589	0.071197411	39326	40124	87610	30047	72536	78825	66490.66667	49665.33333	1.338774195	7.02E+05	9.28E+06	1.04E+07	6.80E+06	1	FALSE	0	NA	98773.79902	-83814.41627	98773.79902	0	14	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00461	Desmognathus ochrophaeus	5/28/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		318	86	3.18E+05	8600	0.027044025	284	351	10	100	4	1.14E+06	1.40E+06	1.235915493	-0.235915493	34684	83929	52165	36038	22505	50161	36451.33333	56709.33333	0.642774852	3.60E+05	9.40E+06	3.46E+06	4.40E+06	1	TRUE	330.6764832	NA	124670.8578	-83816.97509	124670.8578	0	14	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00512	Desmognathus ochrophaeus	6/17/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		321	294	3.21E+05	29400	0.091588785	321	296	10	100	4	1.28E+06	1.18E+06	0.92211838	0.07788162	38982	65923	87346	45975	82811	52370	69713	54756	1.27315728	1.20E+05	9.14E+06	8.70E+06	5.99E+06	1	TRUE	192.3639526	NA	117489.4853	-83814.65751	117489.4853	0	17.4	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00513	Desmognathus ochrophaeus	6/17/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		557	425	5.57E+05	42500	0.076301616	366	323	10	100	4	1.46E+06	1.29E+06	0.882513661	0.117486339	39752	22140	75799	75809	87572	90487	67707.66667	62812	1.077941582	1.79E+05	9.19E+06	1.70E+06	3.69E+06	1	TRUE	5.712187767	NA	147107.1324	-83815.37521	147107.1324	0	18.4	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00516	Desmognathus ochrophaeus	6/17/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		375	651	3.75E+05	65100	0.1736	420	282	10	100	4	1.68E+06	1.13E+06	0.671428571	0.328571429	85232	31727	86232	88957	61801	25200	77755	48628	1.598975899	5.72E+05	9.47E+06	4.59E+06	4.88E+06	1	FALSE	0	NA	94960.07353	-83813.45965	94960.07353	0	18.5	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00651	Desmognathus ochrophaeus	7/9/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		353	377	3.53E+05	37700	0.106798867	349	320	10	100	4	1.40E+06	1.28E+06	0.916905444	0.083094556	50237	74488	83174	48422	32256	81064	55222.33333	67991.33333	0.812196653	3.17E+05	9.64E+06	5.03E+06	5.00E+06	1	FALSE	0	NA	166148.799	-83816.35222	166148.799	0	21.6	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00762	Eurycea bislineata	10/9/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		363	455	3.63E+05	45500	0.125344353	297	298	10	100	4	1.19E+06	1.19E+06	1.003367003	-0.003367003	36956	52665	43093	63040	41050	49651	40366.33333	55118.66667	0.732353226	3.90E+05	9.51E+06	9.84E+05	3.63E+06	1	FALSE	0	NA	118822.8186	-83816.64576	118822.8186	0	10.6	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00752	Eurycea bislineata	10/9/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		337	150	3.37E+05	15000	0.044510386	408	339	10	100	4	1.63E+06	1.36E+06	0.830882353	0.169117647	69648	48898	85042	49914	19397	84886	58029	61232.66667	0.947680432	6.15E+05	9.27E+06	7.25E+06	5.71E+06	1	FALSE	0	NA	141300.7598	-83815.85412	141300.7598	0	11.7	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00756	Eurycea bislineata	10/9/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		195	277	1.95E+05	27700	0.142051282	282	324	10	100	4	1.13E+06	1.30E+06	1.14893617	-0.14893617	74770	23813	58473	51639	43522	45220	58921.66667	40224	1.464838571	9.19E+05	9.32E+06	1.51E+06	3.92E+06	1	FALSE	0	NA	64063.01471	-83813.9528	64063.01471	0	12.9	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00460	Eurycea bislineata	5/28/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		122	8	1.22E+05	800	0.006557377	306	383	10	100	4	1.22E+06	1.53E+06	1.251633987	-0.251633987	34090	36547	49642	50741	63740	81317	49157.33333	56201.66667	0.874659708	4.77E+05	9.27E+06	5.11E+06	4.95E+06	1	FALSE	0	NA	122804.4363	-83816.12257	122804.4363	0	14.6	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00514	Eurycea bislineata	6/17/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		431	508	4.31E+05	50800	0.117865429	315	316	10	100	4	1.26E+06	1.26E+06	1.003174603	-0.003174603	52802	59723	18994	61538	89303	86082	53699.66667	69114.33333	0.776968598	7.80E+05	9.47E+06	1.54E+07	8.56E+06	1	FALSE	0	NA	170277.4755	-83816.48173	170277.4755	0	17.1	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00386	Hyla versicolor	5/8/24	Pennsylvania	Tuttle Pond	N/A	NA	Adult	N/A	N/A	N/A		211	330	2.11E+05	33000	0.156398104	288	359	10	100	4	1.15E+06	1.44E+06	1.246527778	-0.246527778	71225	69121	79509	85387	69122	58941	73285.33333	71149.66667	1.030016538	2.61E+05	9.32E+06	5.68E+06	5.09E+06	1	FALSE	0	NA	177760.3186	-83815.55141	177760.3186	0	14.3	41.69171	-80.50082	8.524999619	10.9333334	30.20257759	935.7143555	26.89999962	-9.300000191	36.20000076	19.66666603	-2.483333349	19.66666603	-3.333333254	1062	109	55	19.7213974	315	189	315	200	800
N/A	N/A	Pe_16S00369	Hyla versicolor	5/6/24	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		316	627	3.16E+05	62700	0.198417722	293	315	10	100	4	1.17E+06	1.26E+06	1.075085324	-0.075085324	32637	38977	29088	46874	62664	23534	41463	36461.66667	1.137166888	6.58E+05	9.20E+06	5.47E+06	5.11E+06	1	FALSE	0	NA	50230.90686	-83815.15747	50230.90686	0	16.1	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	Pe_16S00387	Hyla versicolor	5/8/24	Pennsylvania	Tuttle Pond	N/A	NA	Adult	N/A	N/A	N/A		137	284	1.37E+05	28400	0.20729927	369	273	10	100	4	1.48E+06	1.09E+06	0.739837398	0.260162602	36070	81058	82525	36296	48407	31700	55667.33333	49684.66667	1.120412736	5.98E+05	9.39E+06	8.86E+06	6.28E+06	1	FALSE	0	NA	98844.87745	-83815.21907	98844.87745	0	17.1	41.69171	-80.50082	8.524999619	10.9333334	30.20257759	935.7143555	26.89999962	-9.300000191	36.20000076	19.66666603	-2.483333349	19.66666603	-3.333333254	1062	109	55	19.7213974	315	189	315	200	800
N/A	N/A	Pe_16S00533	Hyla versicolor	6/18/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		175	591	1.75E+05	59100	0.337714286	421	320	10	100	4	1.68E+06	1.28E+06	0.760095012	0.239904988	63881	55215	19970	39705	57019	79317	46956.66667	58079	0.808496473	8.14E+05	9.54E+06	1.46E+07	8.31E+06	1	FALSE	0	NA	129706.3971	-83816.36582	129706.3971	0	18.6	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	Pe_16S00531	Hyla versicolor	6/18/24	Pennsylvania	Tyron Weber	N/A		Adult	N/A	N/A	N/A		132	207	1.32E+05	20700	0.156818182	364	229	10	100	4	1.46E+06	9.16E+05	0.629120879	0.370879121	79606	20907	88543	65194	62353	70965	76834	52355.33333	1.467548674	8.24E+05	9.30E+06	1.39E+07	8.02E+06	1	FALSE	0	NA	108663.5049	-83813.94284	108663.5049	0	20.5	41.59313	-80.35629	8.558333397	11.25	30.99173546	928.5028076	27	-9.300000191	36.29999924	19.63333321	-2.316666842	19.63333321	-3.233333349	1078	113	57	19.97618866	325	194	325	202	800
N/A	N/A	DrySwab00061	Hyla versicolor	7/11/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		482	405	4.82E+05	40500	0.084024896	421	284	10	100	4	1.68E+06	1.14E+06	0.674584323	0.325415677	34933	28994	44919	73621	20125	80322	33325.66667	60979	0.546510547	4.89E+05	9.22E+06	1.26E+07	7.43E+06	1	TRUE	920.3664398	NA	140368.1618	-83817.32901	140368.1618	0	24.1	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve23	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		317	587	3.17E+05	58700	0.185173502	418	351	10	100	4	1.67E+06	1.40E+06	0.839712919	0.160287081	26441	64535	22888	72879	33803	59859	27710.66667	65757.66667	0.421405869	1.87E+05	9.35E+06	9.72E+06	6.42E+06	1	FALSE	0	NA	157936.7892	-83817.78895	157936.7892	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve22	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		155	69	1.55E+05	6900	0.044516129	278	291	10	100	4	1.11E+06	1.16E+06	1.04676259	-0.04676259	23561	27206	30072	87252	64420	33886	39351	49448	0.795805695	5.60E+05	9.40E+06	1.33E+07	7.76E+06	1	FALSE	0	NA	97974.77941	-83816.41248	97974.77941	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve24	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		263	602	2.63E+05	60200	0.228897338	402	327	10	100	4	1.61E+06	1.31E+06	0.813432836	0.186567164	77855	36000	26279	25677	69703	50931	57945.66667	37536	1.543735791	6.45E+05	9.68E+06	1.00E+07	6.78E+06	1	FALSE	0	NA	54180.66176	-83813.66274	54180.66176	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve19	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		466	361	4.66E+05	36100	0.077467811	399	359	10	100	4	1.60E+06	1.44E+06	0.899749373	0.100250627	45111	49148	68186	91331	79314	79744	64203.66667	73407.66667	0.874618001	2.19E+05	9.47E+06	1.26E+07	7.43E+06	1	TRUE	340.9156799	NA	186061.7892	-83816.12273	186061.7892	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve21	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		366	409	3.66E+05	40900	0.111748634	392	290	10	100	4	1.57E+06	1.16E+06	0.739795918	0.260204082	85023	60161	29109	32635	65774	64558	59968.66667	52451.33333	1.143320157	7.80E+05	9.60E+06	4.14E+06	4.84E+06	1	TRUE	545.7826996	NA	109016.4461	-83815.13485	109016.4461	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
N/A	N/A	2022-05-12-rv-hyve20	Hyla versicolor	5/12/22	Pennsylvania	RV Pond	N/A	NA	Adult	N/A	N/A	N/A		389	165	3.89E+05	16500	0.042416452	418	264	10	100	4	1.67E+06	1.06E+06	0.631578947	0.368421053	21096	50429	58406	81947	22694	88052	34065.33333	73476	0.463625311	3.71E+05	9.30E+06	1.25E+07	7.38E+06	1	TRUE	460887.2266	NA	186313.0147	-83817.63373	186313.0147	0	NA	41.63888	-80.49512	8.8125	10.74166679	29.51007271	941.782959	27.20000076	-9.199999809	36.40000153	20.03333282	-2.283333302	20.03333282	-3.066666603	1045	108	54	19.86804199	311	186	311	196	800
BR59	BR59	BRBac059	Hylodes phyllodes	11/9/22	Brazil	Santa Virginia	Pirapitinga	day	Adult	NA	29	1.75		197	41	1.97E+04	410	0.020812183	278	243	10	10	4	1.11E+05	9.72E+04	0.874100719	0.125899281	63826	63188	67018	66348	62550	61925	64464.66667	63820.33333	1.010096051	1.36E+05	1.27E+05	1.05E+05	1.23E+05	1	FALSE	0	39.546	150814.2402	-83815.62465	150814.2402	0	21.3	-23.34067	-45.14935	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR75	BR75	BRBac075	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A2W	night	Adult	NA	29	1.84		205	46	2.05E+04	460	0.022439024	278	242	10	10	4	1.11E+05	9.68E+04	0.870503597	0.129496403	63326	62693	66493	65828	62060	61440	63959.66667	63320.33333	1.010096809	1.42E+05	1.21E+05	1.34E+05	1.32E+05	1	FALSE	0	45.636	148976.0049	-83815.62464	148976.0049	0	22.4	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR40	BR40	BRBac040	Hylodes phyllodes	11/12/22	Brazil	Boraceia	B5	night	Adult	NA	29	1.81		184	72	1.84E+04	720	0.039130435	285	290	10	10	4	1.14E+05	1.16E+05	1.01754386	-0.01754386	62107	61486	65213	64561	60865	60257	62728.33333	62101.33333	1.010096402	9.99E+04	1.11E+05	1.30E+05	1.14E+05	1	TRUE	35.36994171	49.11	144494.3873	-83815.62465	144494.3873	0	22.8	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR66	BR66	BRBac066	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A4W	night	Adult	NA	27	1.74		143	44	1.43E+04	440	0.030769231	287	245	10	10	4	1.15E+05	9.80E+04	0.853658537	0.146341463	61271	60659	64335	63692	60046	59446	61884	61265.66667	1.010092657	1.14E+05	1.31E+05	1.34E+05	1.26E+05	1	FALSE	0	46.842	141422.0833	-83815.62466	141422.0833	0	22.1	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR62	BR62	BRBac062	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A3W	night	Adult	NA	25	1.47		145	39	1.45E+04	390	0.026896552	288	252	10	10	4	1.15E+05	1.01E+05	0.875	0.125	64808	64160	68049	67368	63512	62877	65456.33333	64801.66667	1.010102621	1.30E+05	1.09E+05	1.27E+05	1.22E+05	1	FALSE	0	23.916	154422.0833	-83815.62462	154422.0833	0	21.8	-23.34067	-45.14935	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR67	BR67	BRBac067	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A4W	night	Adult	Female	31	2.22		122	70	1.22E+04	700	0.057377049	290	238	10	10	4	1.16E+05	9.52E+04	0.820689655	0.179310345	60361	59758	63380	62746	59154	58563	60965	60355.66667	1.01009571	1.26E+05	1.32E+05	1.22E+05	1.27E+05	1	FALSE	0	47.004	138076.4951	-83815.62465	138076.4951	0	21.6	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR69	BR69	BRBac069	Hylodes phyllodes	10/31/22	Brazil	Santa Virginia	Estrada	night	Adult	NA	28	1.52		180	20	1.80E+04	200	0.011111111	291	239	10	10	4	1.16E+05	9.56E+04	0.821305842	0.178694158	56431	55867	59253	58661	55303	54750	56995.66667	56426	1.010095819	1.15E+05	1.20E+05	1.01E+05	1.12E+05	1	FALSE	0	131.73	123629.1912	-83815.62465	123629.1912	0	22.4	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR1	BR1	BRBac001	Hylodes phyllodes	11/11/22	Brazil	Boraceia	B3W	day	Adult	NA	23	1.66		190	32	1.90E+04	320	0.016842105	292	250	10	10	4	1.17E+05	1.00E+05	0.856164384	0.143835616	61640	61024	55615	55059	60408	59804	59221	58629	1.010097392	1.16E+05	1.16E+05	1.05E+05	1.12E+05	1	FALSE	0	38.61	131728.4559	-83815.62464	131728.4559	0	20.9	-23.6575	-45.90628	17.14999962	8.733333588	53.25203323	252.9822235	24.70000076	8.300000191	16.40000153	20.10000038	14	20.23333359	14	2112	286	78	42.93177032	826	276	795	276	800
BR77	BR77	BRBac077	Hylodes phyllodes	11/9/22	Brazil	Santa Virginia	Pirapitinga	day	Adult	NA	30	1.72		188	16	1.88E+04	160	0.008510638	293	270	10	10	4	1.17E+05	1.08E+05	0.921501706	0.078498294	66716	66049	70052	69352	65382	64729	67383.33333	66710	1.010093439	1.26E+05	1.30E+05	1.18E+05	1.25E+05	1	FALSE	0	88.722	161438.0147	-83815.62466	161438.0147	0	20.9	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR3	BR3	BRBac003	Hylodes phyllodes	11/11/22	Brazil	Boraceia	B3W	day	Adult	NA	31	2.74		183	51	1.83E+04	510	0.027868852	294	232	10	10	4	1.18E+05	9.28E+04	0.789115646	0.210884354	71864	71146	75458	74704	70427	69724	72583	71858	1.010089343	1.21E+05	1.06E+05	1.10E+05	1.12E+05	1	FALSE	0	29.7	180364.4853	-83815.62467	180364.4853	0	21.3	-23.6575	-45.90628	17.14999962	8.733333588	53.25203323	252.9822235	24.70000076	8.300000191	16.40000153	20.10000038	14	20.23333359	14	2112	286	78	42.93177032	826	276	795	276	800
BR37	BR37	BRBac037	Hylodes phyllodes	11/12/22	Brazil	Boraceia	B5	night	Adult	NA	28	1.79		192	16	1.92E+04	160	0.008333333	296	291	10	10	4	1.18E+05	1.16E+05	0.983108108	0.016891892	70803	70095	74344	73600	69387	68694	71511.33333	70796.33333	1.010099393	1.02E+05	1.29E+05	1.28E+05	1.20E+05	1	TRUE	8.301618576	87.39	176461.299	-83815.62463	176461.299	0	23.9	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR64	BR64	BRBac064	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A2W	night	Adult	NA	30	1.71		145	33	1.45E+04	330	0.022758621	298	254	10	10	4	1.19E+05	1.02E+05	0.852348993	0.147651007	73351	72618	77019	76249	71884	71166	74084.66667	73344.33333	1.01009394	1.28E+05	1.08E+05	1.13E+05	1.16E+05	1	FALSE	0	46.764	185828.9461	-83815.62465	185828.9461	0	22	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR29	BR29	BRBac029	Hylodes phyllodes	11/11/22	Brazil	Boraceia	B4T	night	Adult	NA	29	1.91		183	17	1.83E+04	170	0.009289617	298	293	10	10	4	1.19E+05	1.17E+05	0.983221477	0.016778523	72424	71700	76046	75285	70976	70266	73148.66667	72417	1.010103521	1.09E+05	1.15E+05	1.24E+05	1.16E+05	1	TRUE	810.6918945	48.516	182419.6324	-83815.62462	182419.6324	0	23.9	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR35	BR35	BRBac035	Hylodes phyllodes	11/12/22	Brazil	Boraceia	B4T	night	Adult	Female	30	2.06		188	39	1.88E+04	390	0.020744681	298	226	10	10	4	1.19E+05	9.04E+04	0.758389262	0.241610738	64869	64221	68113	67433	63572	62937	65518	64863.66667	1.010087825	1.08E+05	1.36E+05	1.06E+05	1.17E+05	1	FALSE	0	140.04	154650.0245	-83815.62468	154650.0245	0	24.1	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR33	BR33	BRBac033	Hylodes phyllodes	11/11/22	Brazil	Boraceia	B3W	night	Adult	NA	30	2		202	69	2.02E+04	690	0.034158416	300	250	10	10	4	1.20E+05	1.00E+05	0.833333333	0.166666667	54383	53840	57103	56532	53296	52764	54927.33333	54378.66667	1.010089741	1.09E+05	1.31E+05	1.07E+05	1.16E+05	1	TRUE	422.2007751	80.796	116102.2304	-83815.62467	116102.2304	0	25.1	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR74	BR74	BRBac074	Hylodes phyllodes	11/9/22	Brazil	Santa Virginia	Pirapitinga	day	Adult	NA	29	1.93		288	29	2.88E+04	290	0.010069444	301	288	10	10	4	1.20E+05	1.15E+05	0.956810631	0.043189369	69682	68986	73167	72436	68289	67607	70379.33333	69676.33333	1.010089509	1.24E+05	1.35E+05	1.56E+05	1.38E+05	1	TRUE	51.10035706	45.342	172343.652	-83815.62467	172343.652	0	20.9	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR2	BR2	BRBac002	Hylodes phyllodes	11/11/22	Brazil	Boraceia	B3W	day	Adult	NA	28	1.97		153	24	1.53E+04	240	0.015686275	301	290	10	10	4	1.20E+05	1.16E+05	0.96345515	0.03654485	57648	57072	60531	59926	56496	55931	58225	57643	1.010096629	1.08E+05	1.22E+05	1.04E+05	1.11E+05	1	TRUE	397.294342	78.546	128103.4559	-83815.62464	128103.4559	0	21.2	-23.6575	-45.90628	17.14999962	8.733333588	53.25203323	252.9822235	24.70000076	8.300000191	16.40000153	20.10000038	14	20.23333359	14	2112	286	78	42.93177032	826	276	795	276	800
BR76	BR76	BRBac076	Hylodes phyllodes	11/12/22	Brazil	Santa Virginia	A2W	night	Adult	NA	27	1.66		208	41	2.08E+04	410	0.019711538	301	252	10	10	4	1.20E+05	1.01E+05	0.837209302	0.162790698	61116	60505	64172	63531	59894	59295	61727.33333	61110.33333	1.010096492	1.38E+05	1.43E+05	1.32E+05	1.38E+05	1	FALSE	0	73.98	140851.0049	-83815.62465	140851.0049	0	23.1	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
