
#OTU ID	EuWi1.RNA	EuWi2.DNA	EuWi3.DNA	EuWi5.DNA	EuWi4.DNA	EuWi3.RNA	EuWi5.RNA	EuWi4.RNA	EuWi2.RNA	EuWi1.DNA
08427b2e7d4c76621040eecfef892dde	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	0.0
15f83487479bb03a2645f4457afe5209	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0
38a8d122431bbb7ac3e8bfb188c7dc4f	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	11.0
f5a9cc611e7c77bb386da378ecd38034	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0
db1297a43fa4a2cda8c1f3f0861ed220	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0
062ed70eb579478f35859f76d2bf8767	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0
5356869a69dec4e494eba9fc1b898b65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	515.0	0.0	0.0
8c7ab76a7227cc9e481fc779b0e5db59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0
ca00d7c87077767ed88c9f36f1cb26b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0
ca005a672f231c104ace2c70a8075e19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0
d3b68735de9580627988c3a1612b9e3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
516e9cc7758b400e204dc8dba390539e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
1117b9d9828300580b2ea2bb30de535c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0
d312d39bc1ea7535b9ad66e5bc6dbb72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	2.0	0.0
d96b94d45d85ce1a105ca1db1f5c32e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0
f8753b9f13abb306b57aedce2cf6e7d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
da36821195d462457b39c41aeb611ba1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
56ebb834460161deb6bba0e8897dce73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
6d80d83e5645e92b47f133aea5aa22ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
0059aa8fdc39c8e26e5a93bb3c7a237c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
31397626d46dd88523ca2b6e785a39eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
adbe4ca5347a89bcd1ad808fdad05eb7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
7aa698e04bd0f605762f99dbc07fd5cf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
618f0588ae808862b205056d561745ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0
84665dddff99d366e391a0de7831c82b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0
66050a9278eed0ae26a5ccd81eab3610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
6d43fdc9155aeb15e2d99493aae1f406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
62472578ab2be6d250fcf5f2db1d8b91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
42949ce76b70a338a2b70fd2b0e7db29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
3ae11046fd9fbd289f6e99a0f9e855ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
2c13f4323bc0b6179b5925f6bc43bfad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
4b93d819d9d008cfc47480d72a3fb790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
5816c296939820954e7e87dc4cd61aac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
65d70b044c69dc5443bc58b21251d60f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
d011f2a3b2cebc588b9cf4e48427c18a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
19370cda1961950cbbd024b5de91413f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
eb8550cb48387732f3d7f6a8c5a6cfad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
a39062909bcace003c74e9056b1b2afe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
c205811ffbe5417d766640f40c9bcea5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
ea4389e9ab5d13210e19dc4b8dcc354d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
d54131081e3772db7b5a91f323ad5918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	4.0	0.0
4230dd512fb28308b1d5d076dcb9495d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
215d67c05cddb4fb64efc374987b282c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
78c8c78391bf4945b1f2a2f57cd5fbcc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
70deb0d767eecfde933b4b5a2bf2858d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
e8856777dc8d82b1beb25502f64655d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
53987e837d00247d8e103a426e35f88a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
67baa7bcc7ffe7a4af31c50bb5e5f16e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
e7da3758f3a78fbd326348eae27e1248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
e04871dd2b467fd68ece51faa2dc6660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
49386b154bea629c287811308e378943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
a286cd98ebd83fe38308878cb888b453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
b9e2914551ea9de471cafd2eafca2b88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
0a822f698132ea179b952cffd3165015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
7dbdddfa3a4d8df8ab94af30962c83c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
65a98475b30e70b3de4ec8b63c7d5477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
b1bc0c675e7336a77d57d9af46c45527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
c020db111c1e1afa3864a5076966ae60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
c2cfff6c3da102a4efdc1a4b22a1559a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
14c76e6474dac8dea87e7cae58d02fae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
6faf791242bb90b197e94753678c2cbf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
1f9e1ad2f8aafbd760662e07f9272f08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
64cf78a1c9d3e99ee83dd739b3c6a6b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
3566a69f9c294acb6b4d1b751d4670d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
bf155aa205fb8ec2b4a6d1edafbbfd1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
7640a6ea5567a532b8690b0164a98203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
65ad974d9aceecd94c35221f779eb1d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
a0eff21bdc09b8a73b44865b9c463e13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
10b4255c2cdc13a352553b44a97cbd0f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
26a7f38224102602c64ef7e3f970b26c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
855ac53f6c4c4b989e5356499ca20962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
220c42c61eb51f4cdbf9ff0b22727fa0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
fe0a55b91cbfe5e8e30730486f16ee60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
215642f506ffda95516c8c8a92f6a49b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
6a5234e50f9d2179b86550f585f8970a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
fb5c2b3fccba5c47070f6844e0ee7366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
78bd79c757459a1c817598779948fee6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
ff0ec842e6aa8639b3ec7f933269ff10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
18767a3d71746e54bc44face8ac50dda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
1bfeb797e79569b09036b5da9b2545e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
2de266b1ffa8e9ec6383c98096caf8f0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
36dadee9093c10cb419ab7f7cb1c3714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
cd39cb7bd6087d85bc99971d65efe417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
a91bdd89944a43ac76f461337f47eebf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
8c0dea071901b43a946fbe6ce941fee9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
32025a28084690e3d2b0165092fca8ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
167f61b29f4923f81c897a6d10508acd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
9ea449ef4b2d3afc8ee56d308a0c9f45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
d8aa3797211572bbb3326d133628740e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
4f88d9587e6f553009aa97dc963351d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
07925b01538043acb089b0aa5808711b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
aac1de55bbeba7edfc8beec75f6aa11b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	33.0
6013a4618dd16c1f100b084d722a817d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	28.0
44e0fc5e22c47e40abcb1ca3c193f871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0
3700204d99a53713fda52d81dfe3de26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0
e2db16a3441b16cf79d1123aef2d1032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0
c056dbdaa0d20a69a619de36d4a46616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0
4e79c0bbde2f8c2a3bde769b6ab55663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0
2125f647f2716d4faeadf41aa73f6b8e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0
c8be548162b0548aa092c55c5f28a2a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0
bfebb022283520a74b4430b4c3463f49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0
51cf85c4d9a3c93bee15808a53401ef5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0
1ae8dcd33821147e5234af1b9604a413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0
071299550b828fb29558cb4e3ab80323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
d7ba3489a833a068745fd61c724e47f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	3.0
15af0a7e21bb9efa722d0023d3776dde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
a909347e4ce138de3f59d81bd90b2601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
43cce7d3907906a096f602e946e275e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
82eb2234e75c1ad06dea3dc04ff9311b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
9f71b50f73d5ca4630ee26773b8e898f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
cb6fbdb3da5a2512cad30a71758d5914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
d807bade46763e76e1d4d6516cbb1a9c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
720c28da70c2a89df76771208e6caa23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0
30aeb50b5504b768f5dcf416ece0cc90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0
df33ebcdd48dc84e18e9a2d0627d22ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
9e4141e5ac551cc61e8455331a093d45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
b72d6689a8e4a7116c050f9fbae67d01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
ed4e8c4cc449cbe5177f1ed8c06d90ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0
eb4d6321218adb8791b66938c8701b42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0
30e8c36438ce9321f2132dc1a156e265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
c59eaf5334de465c72547ea8103461e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
6b2173b4b7a34f3052831259d1c2b55f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
2f552643ba29ea1598432d60b3b0ef19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
2b6f9a208bb682e7f4b27d1d96b6957b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
df8de7035c0ba3719e41f70043535b78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
1069dc3bbb120fbb99a6738ca2674242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	3.0
b07d14119ea7010d0e3848e45b47cbd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
01a4461c03f299e366b0fca4a6e2b80b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
2d78360abe4d8e0b6800786ebbde7204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
204cddcc6c2358126f6a5a1a860930d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
5800cb0b567ab7af5074c15434586b38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
333d780600899556971200de594fa376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
4cf84d59ecad7ea32649022a7412a13d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
8f84ef86f0cfc637bd53659a8eca629a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
8b7bda7103e53ee6b899184219863e8f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
5ed5eee4270b2e9cf41b787bd7b98843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
a7b971b5bbf82921a85b5e7c3e760095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
58ec456fb687e8ab45b93abad2cd832d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
5a6480e736ec2118c1d84693d1341fb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
e537211b85845d7dc6de7fd5396cb2b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
c272d7d095fa8c00bd0b4e94f6ddc630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
3702cc547cb4e72d66ff31a8dd115b00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
d0195e628c39b66d23edbe79ec67a1bf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
5bd82559a68c176e1a89f3e01f8ac225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
f54713e43eae4502e1ccd895430872ec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
67dd22cc9d0dfe446cf27b5f215aefe2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
c95126316a752e948d738075052b6777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
18d2b0657a804408a91b6e5e85470e1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
cf8a3d46c6d52881079da93aadf6499a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
a216ad46ffdac28e4e0c9d64e646b852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
bd6af02d6f593fdaa7a70d6595f07fd6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.0
0b5cd759c31d0434096bdf9d8e43468c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
b5bcb33e786a19887bf0259595294455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
2240a1700b1f0737eb2fe58f0a73312d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
0d3a0af864c87c83761a6cab0785dc45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
688b0aa0832a2a4aeca9fd16d04cdbc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
de444ec04add27bd76add8cac7696777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
79c2747217bef267e74466f88490bdc0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
133f7cfe527cf3a70b3a3fae339ade6f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
55612c3052c7faf931dff89079e414ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
03ad1abc61716fff48823aaec82ec72e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
a250634cf3f6cf0df080b85afd62de3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
1add1d7c39ea4ff6f88d6f2f7812e245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
d7979ce6a273280e2f0c2499ddd43895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
a9fff4303cea822732912be0e9677949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
7a5fbdf02af77ff6a0c33f2a26a67b8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
9dd8f0b89d582ccfac06ea2af4b214c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
28654f30bade630806e7541178b45b26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	9.0
b8608a1cd08a425b6651070399cf6957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0
f4ddfae6ee5b0d5ad22d48fa9d4e93c4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
f40026240ef46b27fc10b628b27654ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
8f737d8cd01a3488be6655164cd1279b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
eeac9aba26e1df5bcad5afb10ad4f397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
37d269cc5d3bc4322885941b203f4222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
188d08bfd863c1cc4d4d89213d55f837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
f34280f6a146340d8b9896010ca8817a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
963baa73d7091ff575f526584dffd3f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
7af2f4d43fa95639e871fbd3b8255abc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
6d2be03e1520cb68ed21b670d9833a21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
ee81a2cf1c4a2981a0bc19b76ee6f0b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
737d6ebf1b38038f362ca818ca938f9f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
720b4c0631accee391a5b0bb6aa62542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
43bdfeca416cc78814c1433314ce2e67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
bb4bc034fee06f54061f5ca473e9e7d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
d329ff7ff76454d2282c9f01c2798588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
e20f76f6f329d3c46c7a2e93b7824aec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
9593fd35572287031e7f6590fe6360e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
76b7bf3ce10f2ec12524d5de38e2d1fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
77cdc8a5485581a4a21c959205dbd41e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
674dfb98347fbd989c21eea84a13eec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
3a4d7cefaa21d925c04e0d825c7c80ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
1cb5e8319369879b56cafd18cefad5dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
e32f23cdf997368183d59bfdb8a8601a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
61ab23112ce28213e4e42c3a69f408b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
f3ff2570f0f9e5161408492cb8b3369c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
d51021cad4b70b10e3ec5af9a5b26546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
7298871f93c071b3725378d2b6a13462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
