# Constructed from biom file
#OTU ID	SaSa2.RNA	AnMa1.DNA	BoOr1.DNA	SaSa9.DNA	BoOr2.RNA	AnMa5.DNA	BoOr8.RNA	BoOr4.RNA	SaSa7.DNA	AnMa2.RNA	SaSa5.DNA	SaSa1.DNA	SaSa8.RNA	AnMa3.DNA	AnMa7.DNA	AnMa4.RNA	BoOr9.DNA	SaSa3.DNA	AnMa10.RNA	BoOr10.RNA	BoOr3.DNA	SaSa6.RNA	AnMa9.DNA	BoOr5.DNA	BoOr7.DNA	SaSa4.RNA	AnMa6.RNA	SaSa10.RNA	AnMa8.RNA	BoOr6.RNA
abbf13c07c322c8416d7e133826045a9	2.0	0.0	0.0	4.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
909755d7142ea53c7f61c97c3586f26c	2.0	0.0	2.0	1.0	0.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0
8317ce9878d9aaf83342e8a3acca3dbe	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7a3e7ab58c144200ae97274fd5849701	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c774e639359ea8a50bd0a65aedcd6223	2.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c75ebacb9e148f8664fcd6fc92bf8e7a	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
455fefd373cce3f432f01a118ee08d98	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9079bfebcce01d4b5c758067b1208c31	2.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
6eb7438d66b9eaccc40aac467cbdbd5b	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59f774c0427d4e9717ad12220bf5f7ad	2.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b39d22e51582aafac15315bf4dc3067f	2.0	0.0	3.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
e13bf41df5e373c10ca63b6c2ef2b1be	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95e0eb4360c754169478a253e5fa6686	2.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f7a9a4c624f7eb5ba0081e6c299c917	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1a6312b3ad8f445d4c2ebbe952fccecf	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
d1c7ee5172f16dda522e46aaa4e5fa79	1.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
b8db3935f90f3f036bfdfa6c82a52494	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
f99c7163590c0ac614595672b4c95282	1.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
b7a96692c360df3a96a2bc0ef9b36cfe	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
8992381f7d3d5af45d162e2f4b38d01b	1.0	12.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cc48f07a2e1430725cd88ace6b302062	1.0	0.0	0.0	8.0	11.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2552e2978a927df561b37881d0836d7c	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b2c323397d1707ea1f8667944c8862ac	1.0	0.0	0.0	4.0	12.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	11.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
031bb8bd86a1ac72c9203d11d3fcab44	0.0	19.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c25f5369ed4e90d9238857266214bf73	0.0	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1536d85583f05a40f9c47b7c29835959	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b111e12f8f73205bac732c7479a97e8	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2f608e18d87e60092000ed4e323066e	0.0	12.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86331e03becf39e4a64ae601913ca177	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
717f1cc525da7ef45f037e8871ae6756	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8c12a12aedcd680ab7e259bfd627ff9a	0.0	10.0	0.0	3.0	7.0	0.0	0.0	7.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c4f5e6755025474b6355c9d890aae274	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2cec2792e54f61e12e1a0b2507826118	0.0	9.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b18b389447d758e7cb173b4b4f2ad960	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f6bb195f075d463c5e9b620a6a76dbfd	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94891a4fd54fa04633ecee15b54fc5fa	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fae08f6b3b398e1cc9db1dd0572c8147	0.0	5.0	0.0	3.0	0.0	2.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4d569cf8a71662c9ccadc160279b1e27	0.0	5.0	3.0	7.0	1.0	4.0	0.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	5.0	13.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	5.0	0.0	0.0
acb6ffd48ecfe56ae0d57f7075d492f6	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
4dff94660005459d7670f5250f051d72	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e547cfda3a98b4cd5b43818fdd95183	0.0	2.0	0.0	0.0	0.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
063fa4f5a6fa894f7f8243468324ac5e	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	9.0
06809c7967136c1e119485a77b8caf3d	0.0	0.0	16.0	2.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
bf25824879f8349706ce620546ef0707	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4a45c95fab5a3db510e341b71241b285	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
58518d17dd0a3d16d67d4725baa5f565	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d7ba3489a833a068745fd61c724e47f9	0.0	0.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571c69f4c20fb21594968982b3eef119	0.0	0.0	10.0	22.0	9.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	74.0	0.0	0.0	0.0	0.0	4.0	0.0	23.0	0.0	0.0
bd6af02d6f593fdaa7a70d6595f07fd6	0.0	0.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180ed1cd4fafc390ffc300108ccf648e	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	6.0	0.0	11.0	0.0	143.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
a41a253f9fcf5f41b29e43aa55828650	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
ccd043d34cee4400e781b9bce6d4c1ea	0.0	0.0	5.0	0.0	12.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	9.0	24.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1d8e576ff60908948903d6e0e5518e59	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0
3e9b07d18a24ab8f9b973fc87024c5fa	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
08b3d5a40451e161731ff1ea8868f21f	0.0	0.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0
381059685b59f4d99e68b3fab9c26c14	0.0	0.0	4.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ad4d7c1319d26edbd959ce349d245be	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bf4a3cc81a244efb781e6e7593ded22f	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
815355c56a186e70df1a50b40c3e7182	0.0	0.0	4.0	17.0	5.0	0.0	3.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0
659a1e327ea3ba3eebf1258dab5d1837	0.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
45bfce40c4b25ec2ee60d61eea5ffd47	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
450bfca4ccf79e3cb80c275f2730e6ea	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
0eaa6c506f2594f0452cb369bfab8c2f	0.0	0.0	3.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32622c08f13a850f869a8c27800a6317	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
8946a0a99d0da99db00b0a5cbf5cb0a1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	26.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
56c98126dde3abb2d263088db55e12c8	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	3.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
593907be37b8b31481ceadc6856a128a	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
6c98e211b3fb4bafeab61d71cc176bf3	0.0	0.0	2.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c49c8509287927320de5fa4ee4421683	0.0	0.0	2.0	2.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8eb07752bbc1c95c6d357090830c729b	0.0	0.0	2.0	6.0	4.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	2.0	0.0	3.0
9d1687e9ed42e3dec28d0ecc5baa2eb8	0.0	0.0	2.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
2d49e53f376717b641b1397508a18c84	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0
f2b56a14787cd0aea24a24e979a2f714	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	144.0	95.0	0.0	0.0	0.0	0.0
d83b66aa07d936f449a92541d1bf336a	0.0	0.0	2.0	16.0	18.0	0.0	0.0	129.0	21.0	0.0	27.0	1.0	2.0	0.0	0.0	0.0	80.0	0.0	0.0	11.0	88.0	0.0	0.0	25.0	38.0	189.0	0.0	0.0	0.0	0.0
a37cdc09fde0f290b4bd0244690f67cc	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3a1c2d5547ddb7f76306a042f8bef6a4	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f2a155a57fe6d0bf34767080706b3e1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
7827defa226f025727dd0d1866cb5bba	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
5d68d33721dc346e1d4f60816b9e8a87	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
b3a9c2290e38f7aba09b6076453e5006	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
d21da0f8e820ef24ed439199649ebfb0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3f121bc0e1cf21278f6c4a7ca88a1477	0.0	0.0	1.0	4.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
80959cac54fc27790ea2def592e41217	0.0	0.0	1.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ce0c2603d676b7be08562a52440d2746	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
2492e30becb2716ccd9557e27900a56d	0.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
1da57c2dd7cff333bf7ab5d2c2773115	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b308d079e329a0410b3079891328f896	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cdc73818957bfcdc88cec4d819f651dd	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
8bccfc91b05656abde078571fcfcea6e	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
236d50ede4def2905b82bcd7a02f248e	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2568979ffe188f1f080b4453bcb7b30c	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
203d4e6b8618c1517c4fa0f17a5dfea5	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
24aed77255e739ecb08358cdfb5459a1	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
9fc5b4c4993f265d5b01656e8063fd97	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1d303b104506b340708e2c98699d9b27	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
e4425e9f11df10011f0f3d702e6f6e77	0.0	0.0	0.0	9.0	2.0	6.0	0.0	0.0	4.0	0.0	4.0	4.0	10.0	0.0	7.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
