
#OTU ID	NoVi2.DNA	NoVi2.RNA	NoVi1.DNA	NoVi1.RNA	NoVi5.DNA	NoVi4.RNA	NoVi3.DNA	NoVi4.DNA	NoVi5.RNA	NoVi3.RNA
5c32facacfe207f1a4248333c2d67d11	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
93d53d46b2ce5a918f323a40c45a1049	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0
371ee00d1353bcab4650f9e83af5cccb	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	3.0
5de66c31f25701ad795c044ec101ab3c	0.0	0.0	0.0	3.0	3.0	11.0	6.0	0.0	0.0	12.0
5f86ec5f08b8aa729e6047a483cec68a	0.0	0.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0
c2ec352f0a471cc0e2e2138bd90ef334	0.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	0.0	0.0
928727a8bd67ce91ef0c01b3c032b968	0.0	0.0	0.0	0.0	304.0	0.0	397.0	0.0	0.0	0.0
4702bcec88c67c7b84f01cc6759b8081	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0
ce0a2b868a2c7f32c37f8f61fa40eaa9	0.0	0.0	0.0	0.0	164.0	0.0	289.0	0.0	0.0	0.0
8a8a271e93aa44203f881f35a86f9be7	0.0	0.0	0.0	0.0	158.0	0.0	109.0	0.0	0.0	13.0
34f50cb6f431dee203ca1a164e1b2a57	0.0	0.0	0.0	0.0	117.0	0.0	112.0	0.0	0.0	0.0
05002473ad944efa4b9bd80b048fd250	0.0	0.0	0.0	0.0	82.0	0.0	50.0	0.0	0.0	5.0
b90879c5b6561232795f4de9ad7ebebd	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0
e39a37930939fce0067a950d74b7b7ff	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
55a8f4e2436486c74c26624fab2a0bc1	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
9e5d2ef0d55e147b8c022915b2c79bea	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
c1ad00df20ba8fedee1c7767302b92db	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0
bd1f2db8e41f4397b8995d7283a013b2	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
f74a32ecfa4509c94267139b7047dcec	0.0	0.0	0.0	0.0	33.0	0.0	3.0	0.0	0.0	5.0
e94303fb6e299e5f73faf77100e0024f	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
c702e08f56945b5c48132f4c85407246	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
14c577511e464d340fce247438b84bd3	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0
4174880fc4046a280c9b5f26a3223be2	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
8101da5193e402ec2741419cd0515110	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
fe34bb2200d60868d5bded902740acad	0.0	0.0	0.0	0.0	19.0	0.0	7.0	0.0	0.0	0.0
f6ac48b949d1817f11624df01300568a	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
c25f5369ed4e90d9238857266214bf73	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
1c0a00b159b2154357cc9bc7499c58b2	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
9ca9ebf4b7f964cb3712a346057a1b1d	0.0	0.0	0.0	0.0	14.0	1.0	30.0	0.0	0.0	16.0
380aa44c8cb5e8d5fe80510f1d535025	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
0b04fa38eb4734dcac0cbcb1718edd19	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
f07b2774ceebf5fb048ac9424942b43a	0.0	0.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0
a71658f01c8c7db7c46e28540f3be51e	0.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0
d05179df30e3fd67aa7731ed64f89576	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	0.0
10dfbf7c90552b39b8c8894f133deb67	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0
17d3f60729919bdd1ee3c838f43a4e59	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0
2207f98208c520d908e74e64bac0b559	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	4.0
874555455552735cd8a19e0e73d5d790	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0
7ff9a49cd5bbefcf0077937e31a74001	0.0	0.0	0.0	0.0	2.0	0.0	13.0	0.0	0.0	0.0
6501c5666925c11afb9fecb2aa36853e	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
41735c13fb7f63db49b10fba5d959ce3	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
e31f3d32519dc9021ff790f87d76114c	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0
368388327067bb05badafcc29799b5f1	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
c0660899d4de8999e1b3cbf81559eb5f	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
5e1a76ed99b0623d5c720e2e593bb678	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
0fad17e09b4d4e4d404bcdcfd1a70076	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
7ec9fe0286e623f6f439928e0002c40d	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
bcf1aed0b35a02b5393026db79fbda58	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
2f09559bc1ffcc3ea06ae2766194920b	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
f30fa56329e7ac87660d2a05665af627	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
ad41fe8f8be5b01c96549309937e3b14	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
e4949f2365cc220157b67fd1a89ebed4	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
b58bead66d971c35ff62b325ce343f1a	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0
2c69b793f021d8bedf2f8b09751e56c6	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
50b5d828e3c98ab723cd05abee40c9eb	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
c4f5e6755025474b6355c9d890aae274	0.0	0.0	0.0	0.0	0.0	3.0	3.0	81.0	0.0	0.0
1ba97ce98cea8b1884a9999e5fd951de	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0
85be65483ca5e5f14d44899608ab1dbf	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
4d3a11e940588e87916c3aa725d29303	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0
5423ef803850a519dd3a59044d047810	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
2e5ba9121ce486b7c1c7d1ff623778e6	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
f61f68789ad058dd2257a0598cb20b96	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
861d6f7592c2dcdb0a65ee05040b3fac	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
383ca2b9cb55ea8417e8e7735a661519	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
ffae989f684405a0d1d4b8065fc59331	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
6dc8321c576c157ce83b53e6ac903a85	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
ba43620b2f32b8f36a5e79d72413bcae	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
ddabebce14259b11d2fcdd6853592e5f	0.0	0.0	0.0	0.0	0.0	0.0	10.0	24.0	0.0	0.0
73c29a1f7f87b7a6e1fdba64ca3e19b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0
43e4d06091200acb450f0229920689f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	59.0	0.0
e03929ea167939e660836c08d8e77792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	412.0	0.0
5ec803f68f3c48cd9ce6436ccbd5b1e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0
20eeb45918a53374d7130cf81ec5cafb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0
1ef547d7fdf0ca63f3a88fda187585ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0
3a9390c50e550e884fbaae75365b21eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	16.0	0.0
1c2e1f0fd665d8f8b1a90fcc1aa7ff7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0
c8ac4fbc47d75c14681413e2bba45578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	6.0
b4317ec0ee39b1ecc7ea25a47a19113b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0
5096fc71cf622d200e02a6881a413144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
1ea9cb486ff7fcc1a5d05ba6f5c58352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
c606875d1e5ab1fec3ffbd61e0e2d52a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	8.0	0.0
6ba93854f56135e0943a2c5143018885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	63.0	0.0
5feb2f68f8ed73e236b8674505544c1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0
9cb9a73a34b80a2b0c59c51763185342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
69544a14fcc3e8c4ef836b55a7755121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	44.0	0.0
e7f156fa2e77c12fe86deb729ca14fe4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
e737f12108896cefe7e312ed079d6c96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
432a362d3f359d08e2663ee1909dfec2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
7f79282610c0e9341a6924ebc3adbe9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
884550c559d19af7a4a757d75045eda3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
b5f5830189539ab8a9900eaae3799186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
5cb28bd0b2eea6847a6328712217c141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
5a4f3f2120a59391d6daa29d12d418cb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
32a588754e934dd87e0faecc912bdab2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
ac16872d65af6d0e71e5b8e0624f7f10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	12.0	0.0
ad187b163f072a7443ee3a88f9bb5666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
b2866fdca13681232057e3e85a1978cf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
aba49920be1da43025023df53c9134ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
4f165d0e2f4e3ca99668dbabd2db275a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
6fea6a26dbc4de9558be63f26f07f7fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
7a2b0913b7b2750ba673bbfed98386d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
357c6b7b8c48fadf014dd37cc3de133e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
a57111a956a7c95f2f4348968dfb5a45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
f4630fdb75c57ec2f79f5f44c440c961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
b16242b86c6da066de0ade5c3b540525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
34d0e4410278fca5bbc2eac3de76feac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
8b42d0ee250544d1ee8782039d325ede	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	21.0	0.0
9534f120660aefb9b7bc98110598025e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
8b111e12f8f73205bac732c7479a97e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	253.0	0.0
db1e967e33bcd8f35c10ad5e21e70989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	32.0	0.0
abbf13c07c322c8416d7e133826045a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	13.0	0.0
672571c8b5b36908dedd79646f4e71b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	27.0	0.0
ecacc16bff07a726a129028a665c5e00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
27ec730c1d99b39673963615986a3acf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
bd6146254e528e28ba6cd5cd0b6221b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
a5e4d0478417e5cdc330ce5df22651a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
f529d01fdaa607bb38d6f864db74b9f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
9af604229897c70de75a7740fe13e80d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
ff91070a7537856a100dce663b8265df	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
991f2f7bfb42dd9b420fe8c496356c02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
0cb9d6e538851b223d43db1dcfe358d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
a0556fe2daec24774a52f3eb2ce640ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	7.0	0.0
06af40804b07c742a15e5ba83484a0c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
3499d2e8048677973d14129afdc117e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0
754fd303a88ff912eeac58c9bffa7781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
e2b793a7db5f0b8bf584d645b760f68a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
1392e803322a07fb2f8ece33b03edb62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
63c6b1351da2766e33392d695606289e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
0186726921b80099034bbfc798619509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
e6737f38fe873a7c294c09932cea51ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	28.0	0.0
ef2a8409542dc10ff1a4f4f6e00beca6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
4c491e23267eaa05a1fd2091493b6a63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
d45df7fc3456e5f7f6cb1a6fdaeb1fe2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
14e5d1f056ddd65199979526da6c7018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
7b4ad02cafdf80e0ab1c65f6b2ccd55d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
2b76d0dbd15ffe647bc0194a22fc0528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
e7e23553bcb3b809fe953ff90c99da54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
089c3be1311ff6fbad086aa032fa82d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
9446bda7c51d0c1bca35f6bb8f15dec6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
58fbdaa65ca6c1bae25aef83c7698c2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
8415b3e4340fc5ce4dd9e402064dcbc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
59a0c637ca34d61a90c1ff94052b3180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
aa65134e25b44b4269f9fa2241f5950d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
8f71c4e65b0a22a4fd0ff23ce996c37e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
1f537877557fd6aafc4cf220ab289308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
6c755c75abd27b34cbc58aed4c458009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
d7ba3489a833a068745fd61c724e47f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
a952212df62f3bce8eda43e156241036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
6ed78d171f7f94994994f89b7182e755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
a12f6dcdbd0bb57336d73d450db41680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	18.0	0.0
9d6667ca76fd546f29647ce09dd37d33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
ba584c7faa424e846b469c941beda37a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
3a1519674ef8631bc83df3e4c94bd30b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0
32136de1ec26a64aa31154f8a2e1ae27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	15.0	0.0
8992381f7d3d5af45d162e2f4b38d01b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	116.0	0.0
ccd043d34cee4400e781b9bce6d4c1ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	0.0
d831e11b8c8d897c1d2e223a7bc729d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0
0834f1774085734fd02d3c6332d22435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	768.0	0.0
f40026240ef46b27fc10b628b27654ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296.0	0.0
87cc2ffa9b418d0cb42e7ede41b65722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0
af69071aa9231b7be650d79bfa807549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0
48a18ba8901ad0bc1ab7cbce8b2290c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0
5c56815fa7a853e8b57e0da24cd6346a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0
d51176fd1a89a49ecf5fd239f89e62cb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0
1b32b90d7a4bd0d71dbbb8d4cc93ddd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0
297733bda8a8f98eba0bbe4cf467e79f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0
7456439c56467b8a541134540062193f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0
142ad02bd4cc46f381b8fd28c292a268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0
352ec0ddfde4d4de66a13dd3d4fcbe1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
e2f608e18d87e60092000ed4e323066e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
bc7f4ee661b7e67c4d58deb5bee2f5ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0
841c241ad5586d2eacfc479505816672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0
e0c69128802eb73a0b03ce77f47de4f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0
1b75626f6834620dc2c729a1a81f497a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0
9152008e767b01ee5df6d8c88825d006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0
3a291bf81717f533ef3fa11e9145eec4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0
c205cc40e7c89c223f2732ae395057ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
9f72300e994fc58b640f9908a77211c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
b02947394c7c02f63197f4bda72a5f1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
591e7826184c882beadc0b8e0ab41c39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
0ee0a3cc2b185e828aed755ae41df667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
f7f2ac1eced1e317a2552e40a827af42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
585438370ac917828874d8f3b0a05490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
5b8b1bcbc73914de1e3756421976c100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
953f4055b95ec14d0df00223b4efc995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
8d5abe70eff16dc4ff9318c944a9d88b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
3d494b102f5218318d1de619eb7491b8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
fb3db1aed2d4ead219d56720ec7a3f35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
47fdcf05f40b5c0ea4ef6b9b8a02a8d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
f5e42a7a11098df3f6c4d1024da5ec0b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
6637d7dd8155f6f46e739d24fcf27c0e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
9a8a9290ce88eff46ce00def425bd028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
f641cf18ee9bcc864739f4f1c9038215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
ab89e805178b2c5d2e7602e4583a19f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
1683ab7de0ab4a018d013df0c3a336d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
8f7c968cbd8dbb2cf277724a6b14d0e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
fee2e87862e36da2a1fdfa87fce2e033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
3fcd2552f13e6f3f9c60ef0b95b1e308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
0da781d23f2d4f1367c26b48fd9963d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
3c93c5367c48dd60e62183cc3d939090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
aa8b748aa70ea4e920291c23e33e8c8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
