SampleID	SampleID2	RIBBITR_ID	Species	Date	Location	region	site	survey_time	life_stage	sex	snout_vent_length	body_mass_g	ColoniesBact	ColoniesPast	CFU_bact	CFU_past	Percent_spore	Total bacteria_blue	Total_bacteria_red	No_fields_obs	Dilution factor	Area_mm2	Total_cells_ml	Active_cells_ml	Per_active	Per_dormant	TotalFluorRep1	TotalFluorRep2	TotalFluorRep3	AvgFluorTotal	ViableFluorRep1	ViableFluorRep2	ViableFluorRep3	AvgFluorVia	PerViableSpores	TotalNoSporesTbCl	ViableNoSporesTbCl	TotalNoSporesTbClCorrected	ViableNoSporesTbClCorrected	S16CopiesRep1	S16CopiesRep2	S16CopiesRep3	S16CopiesAvg	bd_replicates	bd_detected	bd_mean_its1_copies_per_swab	total_peptides_ug	body_temp_c	lat	long	annual_mean_temp	mean_diurnal_range	isothermality	temp_seasonality	max_temp_warmest_month	min_temp_coldest_month	temp_annual_range	mean_temp_wettest_quarter	mean_temp_driest_quarter	mean_temp_warmest_quarter	mean_temp_coldest_quarter	annual_precip	precip_wettest_month	precip_driest_month	precip_seasonality	precip_wettest_quarter	precip_driest_quarter	precip_warmest_quarter	precip_coldest_quarter	Elevation_M
BR11	BR11	BRBac011	Ischnocnema henselii	11/27/22	Brazil	Boraceia	B3T	night	Adult	NA	26	1.42	14.00	55.00	14000.00	550	0.039285714	281.2	241	10	10	4	112480	95506	0.849093172	0.150906828	25670.58898	24727.36932	26244.98109	25547.64646	24701.40132	23689.1679	24721.16038	24370.57653	0.953926483	10109	5782	10109	5782	89459.00	168092.00	102398.00	1.20E+05	1	FALSE	0	148.398	20.8	-23.64673	-45.91349	17.26250076	8.741666794	53.62985611	251.1801605	24.70000076	8.399999619	16.30000114	20.18333244	14.11666679	20.31666756	14.11666679	2095	283	78	42.87940598	818	273	788	273	800
BR54	BR54	BRBac054	Ischnocnema henselii	11/9/22	Brazil	Santa Virginia	Olho_de_agua	night	Subadult	NA	19	0.58	14.00	63.00	14000.00	630	0.045	281.2	239	10	10	4	112480	92037	0.818252134	0.181747866	22568.9553	24458.14818	23715.42873	23580.84407	20720.0441	23280.76076	21592.6163	21864.47372	0.927213362	2879	-3433	2879	0	106607.00	114576.00	121059.00	1.14E+05	1	FALSE	0	28.344	21.3	-23.34122	-45.11756	16.85416603	10.17500019	55.90658951	252.7886047	25.20000076	7	18.20000076	19.79999924	13.66666698	19.91666603	13.66666698	1775	278	41	60.30778122	800	159	765	159	117
BR46	BR46	BRBac046	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Adult	NA	26	1.6	16.00	32.00	16000.00	320	0.02	283.1	236	10	10	4	113240	95176	0.840480396	0.159519604	25027.09944	24802.99646	25275.02406	25035.03999	22334.97432	23941.62966	24713.48905	23663.36434	0.945209768	8225	3182	8225	3182	101899.00	123339.00	116426.00	1.14E+05	1	FALSE	0	52.458	21.8	-23.34332	-45.14438	17.10833359	10.10000038	56.1111145	252.125824	25.29999924	7.300000191	18	20.04999924	13.91666603	20.14999962	13.91666603	1790	279	43	59.7257576	803	163	770	163	117
BR22	BR22	BRBac022	Ischnocnema henselii	11/11/22	Brazil	Boraceia	B3T	night	Adult	NA	24	1.19	20.00	68.00	20000.00	680	0.034	283.1	231	10	10	4	113240	95946	0.847280113	0.152719887	24489.79065	25060.25894	24565.72182	24705.25714	23376.66182	22701.09896	24024.24874	23367.33651	0.945844699	7012	2094	7012	2094	102889.00	158094.00	115739.00	1.26E+05	1	FALSE	0	48.096	21.3	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR41	BR41	BRBac041	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Adult	NA	24	1.34	14.00	62.00	14000.00	620	0.044285714	283.1	261	10	10	4	113240	89218	0.787866478	0.212133522	25592.33488	25335.37789	25488.71119	25472.14132	23230.44563	24780.20568	24903.94516	24304.86549	0.954174413	9832	5540	9832	5540	138480.00	126456.00	110992.00	1.25E+05	1	FALSE	0	72.906	22.4	-23.34394	-45.12866	16.94583321	10.14166641	56.03130341	252.6087494	25.20000076	7.099999905	18.10000038	19.88333321	13.75	20	13.75	1785	279	43	59.89416885	802	162	768	162	117
BR57	BR57	BRBac057	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	A4W	night	Adult	NA	27	1.97	19.00	53.00	19000.00	530	0.027894737	284.05	268	10	10	4	113620	84829	0.746602711	0.253397289	25249.34405	24963.14472	24785.72033	24999.40303	24880.52329	22290.20922	23177.72031	23449.48427	0.938001769	8094	2396	8094	2396	144231.00	133914.00	162474.00	1.47E+05	1	FALSE	0	122.898	22.8	-23.34067	-45.14935	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR50	BR50	BRBac050	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Adult	NA	34	3.38	19.00	62.00	19000.00	620	0.032631579	285	274	10	10	4	114000	88059	0.772447368	0.227552632	25297.64897	25462.22285	25018.55216	25259.47466	24829.2994	24764.09135	24730.81293	24774.73456	0.980809573	9050	7268	9050	7268	134783.00	119118.00	122725.00	1.26E+05	1	FALSE	0	50.028	21.1	-23.34321	-45.1443	17.10833359	10.10000038	56.1111145	252.125824	25.29999924	7.300000191	18	20.04999924	13.91666603	20.14999962	13.91666603	1790	279	43	59.7257576	803	163	770	163	117
BR53	BR53	BRBac053	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Subadult	NA	21	0.79	28.00	16.00	28000.00	160	0.005714286	288	232	10	10	4	115200	92121	0.799661458	0.200338542	25137.27964	25624.35463	25037.24561	25266.29329	23302.65715	23135.89634	24216.05519	23551.53623	0.932132623	9075	2771	9075	2771	132757.00	150206.00	112963.00	1.32E+05	1	FALSE	0	44.97	20.5	-23.34122	-45.11756	16.85416603	10.17500019	55.90658951	252.7886047	25.20000076	7	18.20000076	19.79999924	13.66666698	19.91666603	13.66666698	1775	278	41	60.30778122	800	159	765	159	117
BR23	BR23	BRBac023	Ischnocnema henselii	11/11/22	Brazil	Boraceia	B3T	night	Subadult	NA	17	0.41	26.00	72.00	26000.00	720	0.027692308	290	253	10	10	4	116000	97969	0.844560345	0.155439655	24962.50674	24854.22287	25217.55349	25011.4277	24533.94684	23968.19034	22608.05263	23703.3966	0.947702662	8138	3329	8138	3329	172998.00	93327.00	124888.00	1.30E+05	1	FALSE	0	36.948	20.4	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR52	BR52	BRBac052	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Adult	NA	32	3.07	24.00	56.00	24000.00	560	0.023333333	291	246	10	10	4	116400	98148	0.843195876	0.156804124	25470.54522	25144.99303	23717.37088	24777.63638	23759.39362	22783.27445	22208.78334	22917.15047	0.924912696	7279	439	7279	439	137837.00	111847.00	130488.00	1.27E+05	1	FALSE	0	215.16	21.8	-23.34122	-45.11756	16.85416603	10.17500019	55.90658951	252.7886047	25.20000076	7	18.20000076	19.79999924	13.66666698	19.91666603	13.66666698	1775	278	41	60.30778122	800	159	765	159	117
BR79	BR79	BRBac079	Ischnocnema henselii	11/9/22	Brazil	Santa Virginia	Olho_de_agua	day	Adult	NA	38	5.4	24.00	32.00	24000.00	320	0.013333333	291	256	10	10	4	116400	83631	0.718479381	0.281520619	23881.05952	24208.43871	24533.89353	24207.79725	23562.6171	23525.68091	24065.83641	23718.04481	0.979768814	5184	3383	5184	3383	143230.00	143709.00	97468.00	1.28E+05	1	FALSE	0	78.702	19.5	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR44	BR44	BRBac044	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Subadult	NA	22	0.94	22.00	59.00	22000.00	590	0.026818182	291	271	10	10	4	116400	95034	0.816443299	0.183556701	24844.37253	24916.3051	24518.73345	24759.80369	24230.74002	23439.93363	23042.24599	23570.97321	0.951985464	7213	2842	7213	2842	118914.00	129663.00	121780.00	1.23E+05	1	FALSE	0	53.76	23.3	-23.34332	-45.14438	17.10833359	10.10000038	56.1111145	252.125824	25.29999924	7.300000191	18	20.04999924	13.91666603	20.14999962	13.91666603	1790	279	43	59.7257576	803	163	770	163	117
BR43	BR43	BRBac043	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Olho_de_agua	night	Subadult	NA	14	0.68	39.00	35.00	39000.00	350	0.008974359	292	259	10	10	4	116800	93453	0.800111301	0.199888699	23655.03938	23440.8137	23628.71937	23574.85748	21749.50506	20877.29319	21278.78109	21301.85978	0.90358382	2857	-5501	2857	0	135679.00	166258.00	133350.00	1.45E+05	1	FALSE	0	46.842	21.4	-23.34332	-45.14438	17.10833359	10.10000038	56.1111145	252.125824	25.29999924	7.300000191	18	20.04999924	13.91666603	20.14999962	13.91666603	1790	279	43	59.7257576	803	163	770	163	117
BR58	BR58	BRBac058	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	A4W	night	Adult	Female	28	1.86	20.00	73.00	20000.00	730	0.0365	293	262	10	10	4	117200	90053	0.768370307	0.231629693	26087.7969	25086.27656	26877.16703	26017.08016	24222.77437	23046.85793	25685.91752	24318.51661	0.934713521	11835	5591	11835	5591	114808.00	164052.00	160657.00	1.47E+05	1	FALSE	0	124.554	22.7	-23.34067	-45.14935	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR12	BR12	BRBac012	Ischnocnema henselii	11/27/22	Brazil	Boraceia	B3T	night	Adult	NA	26	1.91	22.00	29.00	22000.00	290	0.013181818	295	261	10	10	4	118000	90400	0.766101695	0.233898305	26601.33095	26447.09006	25925.49311	26324.63804	25939.32137	25169.50233	25205.03185	25437.95185	0.966317251	12966	9706	12966	9706	133623.00	102600.00	171456.00	1.36E+05	1	FALSE	0	47.856	20.7	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR55	BR55	BRBac055	Ischnocnema henselii	11/9/22	Brazil	Santa Virginia	Olho_de_agua	night	Subadult	NA	18	0.52	44.00	29.00	44000.00	290	0.006590909	295	263	10	10	4	118000	92915	0.787415254	0.212584746	25987.01894	25349.04509	25697.86891	25677.97764	23952.03267	25047.86339	23848.70168	24282.86591	0.945668941	10589	5460	10589	5460	95233.00	131012.00	157673.00	1.28E+05	1	FALSE	0	55.236	21.5	-23.34122	-45.11756	16.85416603	10.17500019	55.90658951	252.7886047	25.20000076	7	18.20000076	19.79999924	13.66666698	19.91666603	13.66666698	1775	278	41	60.30778122	800	159	765	159	117
BR18	BR18	BRBac018	Ischnocnema henselii	11/29/22	Brazil	Boraceia	B3T	night	Adult	NA	26	1.65	27.00	25.00	27000.00	250	0.009259259	296	259	10	10	4	118400	100479	0.848640203	0.151359797	25219.35427	23891.28205	24513.94866	24541.52833	22872.67506	22772.72454	23718.74522	23121.38161	0.942132914	6411	1189	6411	1189	122693.00	155744.00	117302.00	1.32E+05	1	FALSE	0	60.066	21.7	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR14	BR14	BRBac014	Ischnocnema henselii	11/27/22	Brazil	Boraceia	B3T	night	Subadult	NA	19	0.56	29.00	52.00	29000.00	520	0.017931034	298	250	10	10	4	119200	94887	0.796031879	0.203968121	24197.18261	24794.61987	24964.69322	24652.16524	23219.68853	23406.08491	23525.05334	23383.60893	0.948541789	6817	2153	6817	2153	157766.00	117077.00	160458.00	1.45E+05	1	FALSE	0	27.732	21.5	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR80	BR80	BRBac080	Ischnocnema henselii	10/31/22	Brazil	Santa Virginia	Alojamento	night	Adult	NA	28	1.59	45.00	55.00	45000.00	550	0.012222222	299	266	10	10	4	119600	96778	0.809180602	0.190819398	25342.01668	25428.55929	25776.11205	25515.56267	22800.65968	22903.45412	24984.41016	23562.84132	0.923469399	9992	2812	9992	2812	184158.00	146991.00	157919.00	1.63E+05	1	FALSE	0	41.646	22.3	-23.33646	-45.14643	17.05833244	10.1833334	56.26151276	251.918396	25.29999924	7.199999809	18.09999847	19.98333359	13.86666679	20.10000038	13.86666679	1778	278	42	60.12615585	800	160	767	160	117
BR19	BR19	BRBac019	Ischnocnema henselii	11/29/22	Brazil	Boraceia	B3T	night	Adult	NA	25	1.45	41.00	23.00	41000.00	230	0.005609756	299	259	10	10	4	119600	100033	0.836396321	0.163603679	24421.7465	23665.22382	24522.99493	24203.32175	23237.30944	22863.03877	23241.8974	23114.08187	0.954996265	5167	1163	5167	1163	131645.00	154141.00	149762.00	1.45E+05	1	FALSE	0	66.054	20.4	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
BR17	BR17	BRBac017	Ischnocnema henselii	11/29/22	Brazil	Boraceia	B3T	night	Subadult	NA	21	0.72	36.00	11.00	36000.00	110	0.003055556	300	250	10	10	4	120000	96286	0.802383333	0.197616667	23214.96108	23027.59004	22762.91714	23001.82275	20986.51985	22712.09364	22075.28165	21924.63172	0.953169318	750	-3211	750	0	155468.00	164441.00	140780.00	1.54E+05	1	FALSE	0	65.16	20.75	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_137	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	18.05	0.67	44.00	594.00	44000.00	5940	0.135	300	345	10	10	4	120000	102000	0.85	0.15	24437.96789	24500.62994	24766.28289	24568.29357	22628.31474	23490.924	24006.60527	23375.28134	0.951440981	6509	2123	6509	2123	120469.00	144945.00	113964.00	1.26E+05	1	FALSE	0	NA	16.5	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_133	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	27.08	1.6	31.00	335.00	31000.00	3350	0.108064516	311	238	10	10	4	124400	105684	0.849549839	0.150450161	24793.92169	25661.17406	24585.99235	25013.69603	22794.51962	23012.52277	22660.32321	22822.4552	0.912398359	8146	90	8146	90	159265.00	207628.00	178321.00	1.82E+05	1	FALSE	0	NA	16.7	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_131	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	24.37	1.73	48.00	352.00	48000.00	3520	0.073333333	310	293	10	10	4	124000	97358	0.785145161	0.214854839	25809.71618	25683.28647	26626.64094	26039.8812	25059.58557	23631.09831	25980.09087	24890.25825	0.955851452	11919	7693	11919	7693	121106.00	109696.00	128362.00	1.20E+05	1	FALSE	0	NA	16.8	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_124	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	22.57	1.27	67.00	604.00	67000.00	6040	0.090149254	299	315	10	10	4	119600	98243	0.821429766	0.178570234	24094.16539	24511.81027	23253.10781	23953.02782	23395.70781	23551.36913	22802.33063	23249.80252	0.970641486	4247	1662	4247	1662	141887.00	126442.00	80337.00	1.16E+05	1	FALSE	0	NA	16.9	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_129	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	23.47	1.23	35.00	71.00	35000.00	710	0.020285714	275	364	10	10	4	110000	87314	0.793763636	0.206236364	25487.42819	24696.04377	25659.36172	25280.94456	25011.42639	23417.20968	25360.48525	24596.37377	0.972921471	9129	6612	9129	6612	138075.00	115363.00	142665.00	1.32E+05	1	FALSE	0	NA	17.2	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_123	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	23.47	1.48	32.00	18.00	32000.00	180	0.005625	303	333	10	10	4	121200	95929	0.791493399	0.208506601	25445.89706	24115.02872	24073.69674	24544.87417	23948.00499	22296.47355	21764.33476	22669.60443	0.923598315	6423	-473	6423	0	104698.00	140270.00	214222.00	1.53E+05	1	FALSE	0	NA	17.3	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_AMPs_127	Ischnocnema henselii	10/10/23	Brazil	Boraceia	t6	NA	Adult	N/A	23.47	1.29	55.00	61.00	55000.00	610	0.011090909	201	280	10	10	4	80400	60428	0.75159204	0.24840796	24869.44259	24938.6437	24407.31074	24738.46568	24119.11952	22309.46732	22172.14985	22866.91223	0.924346422	7135	254	7135	254	131877.00	178963.00	138006.00	1.50E+05	1	FALSE	0	NA	17.4	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_273_amp	Ischnocnema henselii	11/3/24	Brazil	Boraceia	t4	NA	Adult	N/A	18.05	0.6	72.00	336.00	72000.00	3360	0.046666667	315	322	10	10	4	126000	104529	0.829595238	0.170404762	24253.84698	24602.74851	25516.59093	24791.06214	21676.50754	24349.64651	23133.22625	23053.12676	0.929896696	7328	938	7328	938	127319.00	179409.00	186662.00	1.64E+05	1	FALSE	0	NA	19.2	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_279_amp	Ischnocnema henselii	11/3/24	Brazil	Boraceia	t4	NA	Adult	N/A	27.08	1.87	62.00	634.00	62000.00	6340	0.102258065	298	300	10	10	4	119200	98022	0.822332215	0.177667785	24298.21835	24668.91798	24548.81255	24505.31629	23624.18714	23006.68016	24013.47109	23548.1128	0.960938945	6277	2758	6277	2758	169835.00	191248.00	177995.00	1.80E+05	1	FALSE	0	NA	19.2	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_285_amp	Ischnocnema henselii	11/3/24	Brazil	Boraceia	t4	NA	Adult	N/A	20.76	1.14	61.00	447.00	61000.00	4470	0.073278689	325	297	10	10	4	130000	98001	0.753853846	0.246146154	26177.2555	25810.53094	25402.61696	25796.80113	24928.3137	23184.00239	24435.67555	24182.66388	0.937428783	11026	5091	11026	5091	155442.00	146125.00	122844.00	1.41E+05	1	FALSE	0	NA	19.4	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
		BR_287_amp	Ischnocnema henselii	11/3/24	Brazil	Boraceia	t4	NA	Adult	N/A	20.76	1.51	44.00	375.00	44000.00	3750	0.085227273	376	361	10	10	4	150400	118973	0.791043883	0.208956117	25058.43584	25722.47064	24886.09623	25222.33424	24121.47921	24005.07079	24186.95499	24104.50166	0.955680844	8913	4804	8913	4804	199624.00	185378.00	151970.00	1.79E+05	1	FALSE	0	NA	19.9	-23.64029	-45.84747	17.02499962	8.899999619	53.61445618	254.4646912	24.60000038	8	16.60000038	19.98333359	13.83333302	20.11666679	13.83333302	2038	286	71	45.60791016	817	250	783	250	800
Pan1	221212016	221212_016	Lithobates warzsewitschii	11/19/22	Panama	El Valle	Campestre	N/A	Adult	NA	N/A	N/A	11.00	10.00	11000.00	100	0.009090909	290	236	10	10	4	116000	96759	0.83412931	0.16587069	25950.33738	26293.55227	25727.23658	25990.37541	24521.06199	25946.98597	23262.49526	24576.84774	0.945613418	11737	6540	11737	6540	147620.00	147302.00	113992.00	1.36E+05	1	FALSE	0	806.52	19.9	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	170
Pan33	221212004	221212_004	Lithobates warzsewitschii	11/18/22	Panama	El Valle	Campestre	N/A	Adult	NA	N/A	N/A	13.00	10.00	13000.00	100	0.007692308	294	254	10	10	4	117600	87587	0.744787415	0.255212585	24684.21985	25922.88622	25002.33702	25203.1477	23598.60138	25323.09069	23378.06265	24099.91824	0.956226521	8843	4787	8843	4787	84998.00	92215.00	135780.00	1.04E+05	1	FALSE	0	NA	22.2	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	170
Pan19	221212020	221212_020	Lithobates warzsewitschii	11/19/22	Panama	El Valle	Campestre	N/A	Adult	NA	N/A	N/A	18.00	10.00	18000.00	100	0.005555556	298	251	10	10	4	119200	86238	0.723473154	0.276526846	26235.78045	27015.22021	26610.64217	26620.54761	24084.27303	26141.53948	25676.1465	25300.653	0.950418202	14054	9201	14054	9201	116870.00	84891.00	141260.00	1.14E+05	1	FALSE	0	65.91	19.4	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	170
Pan3	221212022	221212_022	Lithobates warzsewitschii	11/19/22	Panama	El Valle	Campestre	N/A	Adult	NA	N/A	N/A	27.00	10.00	27000.00	100	0.003703704	302	256	10	10	4	120800	95394	0.78968543	0.21031457	25976.42273	25399.04166	26729.92315	26035.12918	24208.98709	22938.49648	25049.37858	24065.62072	0.924351884	11902	4661	11902	4661	112955.00	132053.00	88415.00	1.11E+05	1	FALSE	0	82.548	20.8	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	170
N/A	N/A	241203_002	Lithobates warzsewitschii	12/3/24	Panama	Santa Fe	Altos de Piedra	N/A	Adult	N/A	N/A	N/A	35.00	636.00	35000.00	6360	0.181714286	319	379	10	10	4	127600	107418	0.841833856	0.158166144	24948.29708	25030.06635	25402.32297	25126.89547	22448.06397	23507.22346	24734.34635	23563.21126	0.937768507	8563	2814	8563	2814	192851.00	150788.00	151358.00	1.65E+05	1	FALSE	0	NA	19.4	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	751
N/A	N/A	241203_012	Lithobates warzsewitschii	12/3/24	Panama	Santa Fe	Altos de Piedra	N/A	Adult	N/A	N/A	N/A	27.00	565.00	27000.00	5650	0.209259259	27.9	283	10	100	4	111600	85092	0.762473118	0.237526882	24715.21791	25126.54115	25444.95585	25095.57164	23566.19174	22391.82002	22730.46087	22896.15754	0.912358478	8447	361	8447	361	182033.00	115883.00	160915.00	1.53E+05	1	FALSE	0	NA	20.3	8.5128	-81.12274	21.4750004	8.25	80.0970764	44.7975426	26.7000008	16.3999996	10.3000011	21.1499996	21.7166672	22.083334	21.0166664	3425	445	69	41.3896484	1178	348	561	998	751
N/A	N/A	241203_003	Lithobates warzsewitschii	12/3/24	Panama	Santa Fe	Altos de Piedra	N/A	Adult	N/A	N/A	N/A	42.00	616.00	42000.00	6160	0.146666667	28.3	229	10	100	4	113200	93499	0.825962898	0.174037102	25000.02235	25528.16597	25412.49744	25313.56192	23186.55227	23722.03178	24276.9725	23728.51885	0.937383641	9249	3422	9249	3422	201274.00	167367.00	135579.00	1.68E+05	1	FALSE	0	NA	20.5	8.5128	-81.12274	21.4750004	8.25	80.0970764	44.7975426	26.7000008	16.3999996	10.3000011	21.1499996	21.7166672	22.083334	21.0166664	3425	445	69	41.3896484	1178	348	561	998	751
N/A	N/A	231206_S002	Lithobates warzsewitschii	12/6/23	Panama	Santa Fe	Altos de Piedra	N/A	Adult	N/A	N/A	N/A	36.00	285.00	36000.00	2850	0.079166667	28.4	363	10	100	4	113600	94448	0.831408451	0.168591549	24633.24392	26159.71017	26111.48568	25634.81326	23465.28309	24537.64814	25689.27554	24564.06892	0.958230851	10430	6493	10430	6493	125341.00	187155.00	123589.00	1.45E+05	1	FALSE	0	NA	20.6	8.5128	-81.12274	21.4750004	8.25	80.0970764	44.7975426	26.7000008	16.3999996	10.3000011	21.1499996	21.7166672	22.083334	21.0166664	3425	445	69	41.3896484	1178	348	561	998	751
N/A	N/A	231120_K024	Lithobates warzsewitschii	11/20/23	Panama	El Cope	Guabal	N/A	Adult	N/A	N/A	N/A	25.00	516.00	25000.00	5160	0.2064	29	270	10	100	4	116000	86342	0.744327586	0.255672414	25457.90665	25968.58977	26017.70309	25814.73317	23938.41651	24670.21364	25422.42971	24677.01995	0.955927756	11091	6909	11091	6909	104876.00	159696.00	119777.00	1.28E+05	1	FALSE	0	3126.12	20.9	8.61304	-80.59042	24.5041656	8.00833321	80.8922577	57.1464462	29.8999996	20	9.89999962	24.0333328	24.5333328	25.3666668	23.9500008	2293	401	16	67.6412506	981	69	394	804	552
N/A	N/A	241201_007	Lithobates warzsewitschii	12/1/24	Panama	El Valle	Hotel Campestre		Adult	N/A	N/A	N/A	40.00	147.00	40000.00	1470	0.03675	30.3	384	10	100	4	121200	99722	0.822788779	0.177211221	26120.75896	26719.90051	26405.33608	26415.33185	24968.03324	25637.69614	25582.67082	25396.1334	0.961416405	13300	9552	13300	9552	146297.00	115198.00	225272.00	1.62E+05	1	FALSE	0	NA	21.2	8.61304	-80.59042	24.50416565	8.008333206	80.89225769	57.14644623	29.89999962	20	9.899999619	24.03333282	24.53333282	25.36666679	23.95000076	2293	401	16	67.64125061	981	69	394	804	615
