capture_id	taxon_capture	sample_id_amp	sample_name_amp	total_peptides_ug	date	site	region	country	body_temp_c	substrate_temp_c	microhabitat_detailed	water_temp_c	p_h	tds_ppm	salinity_ppt	soil_moisture_m3_m3	cloud_cover_percent	dissolved_o2_percent	d1_percent_cover	vegetation_cover_percent	air_pressure_mbar	environmental_latitude	environmental_longitude	site_elevation_m
e68cac69-29cc-4790-9e1e-9b287cd1a21e	rhinella_marina	NA	NA	NA	2016-06-09	rio_maria	el_valle	panama	NA	NA	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
a6793178-4dd5-42d7-9ce1-8f76b2a36b80	lithobates_sphenocephalus	NA	NA	NA	2019-02-26	deer	tennessee	usa	11.3	11.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58b13f6e-bdc6-437b-817d-2971773294f1	lithobates_sphenocephalus	NA	NA	NA	2019-03-12	deer	tennessee	usa	12	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
674117a5-a612-4fdf-a38a-d9f12bc0b589	rana_pipiens	NA	NA	NA	2018-09-28	hatchery	pennsylvania	usa	14.9	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f10d33db-15f8-4550-8c48-f59fffea201b	colostethus_panamansis	NA	NA	NA	2016-06-02	rabbit_stream	altos_de_campana	panama	NA	NA	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	619
cd8f8798-ef8b-4c7e-bbb6-d2e48f2037a6	rana_pipiens	NA	NA	NA	2019-07-05	hatchery	pennsylvania	usa	23.3	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9c84b0ec-0e67-49a5-a47e-2f7d0d1f13b1	lithobates_sphenocephalus	NA	NA	NA	2017-03-19	deer	tennessee	usa	12	13.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276d3088-af53-4eae-a1c4-94f3b2c05ae5	leptodactylus_melanonotus	NA	NA	NA	2016-06-06	rio_maria	el_valle	panama	NA	NA	grass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
c4af4349-a0c3-4422-a74f-66e6691a1725	rana_pipiens	NA	NA	NA	2017-07-06	cow_pit	pennsylvania	usa	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2e9a328f-f0a9-4a27-9a94-5914a213341f	rana_sierrae	NA	NA	NA	2024-08-22	10225	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3493
be4e361a-cb84-4c08-bd2c-43e5b5d138b8	plethodon_cinereus	NA	NA	NA	2022-05-28	wood_lab_pond	pennsylvania	usa	16.3	16.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9a3bd20f-6367-45d1-8785-da254e7f1fd1	espadarana_prosoblepon	NA	NA	NA	2016-07-16	alleman	fortuna	panama	NA	NA	leaf 2 m high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1148
044f8359-0270-473b-bdb7-c54f0d3a13bd	pseudacris_crucifer	NA	NA	NA	2022-05-05	phelps_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2630c24d-36a4-4c85-8e57-125f0fc2c562	rana_pipiens	NA	NA	NA	2018-04-13	hatchery	pennsylvania	usa	11.8	11.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9a2c4f92-f4f9-401a-8f27-4e75985da076	notophthalmus_viridescens	NA	NA	NA	2017-09-12	camp_ethan_allen_pond	vermont	usa	14	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
af070089-8bb3-49e9-ab56-ee7eaae2b354	lithobates_sphenocephalus	NA	NA	NA	2018-07-05	west	tennessee	usa	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14ef6967-0b36-460f-9063-4af1a1eee7b9	lithobates_sphenocephalus	NA	NA	NA	2019-03-01	pine	tennessee	usa	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98d959c1-95dc-4b62-9dc7-94cf581a87c6	lithobates_sphenocephalus	NA	NA	NA	2018-02-06	horse_head_ephemeral	louisiana	usa	18.1	17.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1f6cd01e-9272-4b7c-a6c7-c7ce81938e19	lithobates_sphenocephalus	NA	NA	NA	2018-04-02	horse_head_ephemeral	louisiana	usa	17.3	17.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c9384ac3-3438-4cd2-8fd3-d0d32ce1df0c	rana_sierrae	NA	NA	NA	2022-07-17	10055	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3371
b93910c8-a8fd-4511-85a0-84110c740b31	colostethus_panamansis	25034896-1cff-540c-87c3-04b81ebfddb7	221208_006	175.296	2022-12-08	rabbit_stream	altos_de_campana	panama	NA	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	619
acc81341-cbe4-4f14-933b-3c11104b4a75	pseudacris_crucifer	NA	NA	NA	2024-03-16	phelps_pond	pennsylvania	usa	7.7	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369cd6d5-1de7-4678-ae25-97d702cc3aca	rana_sierrae	NA	NA	NA	2024-06-28	50731	california	usa	12.1	13.6	other (describe in comments)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3359
2c1e028a-3eba-4c79-9eda-e16657aaf325	rana_sierrae	d66339fc-5e50-53f4-b43f-fedec48cb9d8	BII0142	24.09	2022-09-08	50731	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3359
25095e5e-364e-4e4d-ad35-cb9db2ed247e	boana_rufitela	NA	NA	NA	2016-06-20	juan_lana	el_valle	panama	NA	NA	grass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200
b7586451-3e1d-4808-a62f-c9cabfe65e24	lithobates_sphenocephalus	NA	NA	NA	2017-05-04	kurthwood	louisiana	usa	16	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cda98df9-25af-4ceb-8fbc-bee52ba827a6	leptodactylus	NA	NA	NA	2016-06-08	rio_maria	el_valle	panama	NA	NA	grass	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
b21e269c-4504-425f-8245-ab1f1a3c39c1	silverstoneia_nubicola	NA	NA	NA	2016-07-22	sargentita	caribbean	panama	NA	NA	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43
12c8044a-88a5-4c58-bc89-76ca1927e3c1	colostethus_panamansis	8609ad59-44f5-5344-ad30-87e99c858bb2	230722_015	8.958	2023-07-22	medina	el_cope	panama	NA	24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
19e2343c-3276-5625-91c9-7fc28ff2c243	rana_catesbeiana	NA	NA	NA	2024-07-03	tuttle_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c63f79df-0891-4de6-b587-ade26acf0a47	rana_pipiens	NA	NA	NA	2018-04-13	hatchery	pennsylvania	usa	12.7	12.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b5838c7e-d856-4b59-a569-32b7dfff34c1	rana_clamitans	NA	NA	NA	2022-06-03	phelps_pond	pennsylvania	usa	18.6	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
072b5024-1af9-446b-87ce-b90624b8f16d	rhaebo_haematiticus	NA	NA	NA	2016-06-13	mata_ahogado	el_valle	panama	26.3	26.2	sand unde vegetaion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	237
d94c2c5e-d9bd-5a74-a3e8-2f46a00889b7	rana_catesbeiana	NA	NA	NA	2024-07-03	tuttle_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75f899ad-3342-4b97-ade5-433e58de2bd2	lithobates_sphenocephalus	NA	NA	NA	2018-02-01	solomon_lane	louisiana	usa	13.8	13.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
00971382-9403-47b2-8d34-313821fd95c2	rana_catesbeiana	NA	NA	NA	2022-09-10	rv_pond	pennsylvania	usa	19.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81243c8c-60af-4892-b83a-787685d7e965	lithobates_sphenocephalus	NA	NA	NA	2017-09-29	horse_head_ephemeral	louisiana	usa	19.1	20.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99f34150-660c-4e56-aa26-d75051a1001a	colostethus_panamansis	NA	NA	NA	2016-06-02	rabbit_stream	altos_de_campana	panama	NA	NA	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	619
2903a1a1-51ff-41fc-8cf6-0ddffb2a61d8	rana_catesbeiana	f6f1249f-e2ca-40d7-bec2-76b29b777633	2022-05-18-admin-raca12	1505.02	2022-05-18	admin_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80669ba3-31cb-47ef-8a8a-28955813ae94	notophthalmus_viridescens	NA	NA	NA	2017-09-13	camp_johnson_pond_1	vermont	usa	19	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3496e12e-e119-4c52-8161-59a1180a368c	hyalinobatrachium_fleischmanni	NA	NA	NA	2015-06-21	rio_marta	el_cope	panama	NA	NA	leaf (3m high)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
846629a0-1c51-4bac-b946-b00996f34794	silverstoneia_flotator	NA	NA	NA	2015-12-16	sophia_stream	el_cope	panama	NA	NA	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347
53013457-3293-47a7-b760-eb9722a3d10e	rana_pipiens	NA	NA	NA	2017-07-11	hatchery	pennsylvania	usa	25.6	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
522abce1-ee78-4040-8dce-39de6c03b036	colostethus_panamansis	59d0e3bc-9243-57bc-b665-e7255101e32f	221121_004	35.628	2022-11-21	medina	el_cope	panama	NA	24.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
7c3cc294-db60-44b0-bc99-6ca4a42a77b3	lithobates_sphenocephalus	NA	NA	NA	2018-04-02	west	tennessee	usa	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97a5900c-9256-4892-b51e-a42bd151e95b	sachatamia_albomaculata	NA	NA	NA	2015-12-04	sora	el_valle	panama	21.4	21.6	mb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	588
d938dedc-8500-43ba-977c-1aca49311bd2	notophthalmus_viridescens	NA	NA	NA	2018-04-30	newt	tennessee	usa	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97c5f39a-9ec9-4882-a478-564ac54b1f10	lithobates_warszewitschii	NA	NA	NA	2016-07-04	rio_marta	el_cope	panama	NA	NA	stream	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
48412d7d-b91e-41ea-a32c-abbf62300fa4	colostethus_panamansis	404f7e86-0bab-5918-9633-b5c1dc17362f	230807_C001	4.188	2023-08-07	rabbit_stream	altos_de_campana	panama	NA	23.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	619
fe100a19-0f6f-4f9d-aad8-b52b2402d03a	lithobates_sphenocephalus	NA	NA	NA	2018-03-17	solomon_lane	louisiana	usa	20.8	21.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ba75b1ee-7be1-4564-96c9-1f724193656f	rana_pipiens	NA	NA	NA	2019-07-05	hatchery	pennsylvania	usa	22.7	23.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83f4d39c-f7d9-4f2f-a8ad-5feb8f30f94b	rana_sierrae	NA	NA	NA	2024-09-02	70459	california	usa	12	13	water surface	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3298
fa24cd2f-8220-4c3b-a871-f1226baf706e	sachatamia_albomaculata	NA	NA	NA	2015-12-09	cerro_negro	santa_fe	panama	NA	NA	leaf top, 1 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1101
8f828e00-31ed-4aeb-9399-4984c0da2ecf	rana_clamitans	NA	NA	NA	2024-05-20	wood_lab_pond	pennsylvania	usa	18.3	18.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
915d2189-9bf3-4b9f-b9fe-59bf60dbed15	colostethus_panamansis	NA	NA	NA	2015-06-22	rio_marta	el_cope	panama	NA	NA	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
9e4e009e-d8e6-48ee-9a1c-870aef0b3dab	rana_clamitans	NA	NA	NA	2017-09-13	camp_johnson_pond_1	vermont	usa	19	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84b2051e-a8c1-489b-bb4f-fcd07238eeaf	acris_blanchardi	NA	NA	NA	2017-07-19	solomon_lane	louisiana	usa	30	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22509d57-3871-4042-a1a7-65d581af7789	rana_catesbeiana	NA	NA	NA	2024-05-06	rv_pond	pennsylvania	usa	15.6	15.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a2eabe2c-950b-497c-b89f-466822ed4ea3	rana_catesbeiana	NA	NA	NA	2017-09-12	camp_ethan_allen_pond	vermont	usa	11	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b76013ed-6303-4338-b97a-19a497d979e5	sachatamia_albomaculata	NA	NA	NA	2016-06-11	rio_maria	el_valle	panama	NA	NA	leaf 1 m high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
8557d906-c1a4-498e-9018-324794ad706c	rana_pipiens	NA	NA	NA	2017-04-04	cow_pit	pennsylvania	usa	8.7	9.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
980bd9df-bfc6-482c-b762-4b31169c1d3a	silverstoneia_flotator	NA	NA	NA	2016-06-23	guabal	el_cope	panama	NA	NA	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	552
462245fb-fa0b-41f4-b3cd-f03bb1c060d3	lithobates_sphenocephalus	NA	NA	NA	2019-07-19	sink	tennessee	usa	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6c6fe75b-1d6e-4be9-b5ef-daf8e548a1ac	pristimantis_caryophyllaceus	NA	NA	NA	2015-12-14	rio_blanco	el_cope	panama	20.9	20.8	ll	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	685
6d413cf2-7c74-47a8-a17d-f103d19ae889	notophthalmus_viridescens	NA	NA	NA	2019-10-14	newt	tennessee	usa	15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
e85f6f20-38a5-4bb1-ae2e-6d9b96ae9200	lithobates_sphenocephalus	NA	NA	NA	2018-05-15	west	tennessee	usa	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07b99e01-d12c-4f4b-aab3-9dee39688214	lithobates_sphenocephalus	NA	NA	NA	2018-07-02	kurthwood	louisiana	usa	27.5	26.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3d6827fd-f8d8-4adc-917c-eda7967dac76	lithobates_sphenocephalus	NA	NA	NA	2018-05-15	west	tennessee	usa	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28f06d9f-214a-4a23-aaf8-8446b0acd17b	craugastor	NA	NA	NA	2016-07-09	altos_de_piedra	santa_fe	panama	NA	NA	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	751
330bc6ef-0d1f-4eca-979a-fa6b9b3dff6d	rana_pipiens	NA	NA	NA	2018-04-13	hatchery	pennsylvania	usa	12.8	13.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111cddf0-58e3-4d02-ad8e-cbf5cbbffcfb	acris_blanchardi	NA	NA	NA	2018-03-22	solomon_lane	louisiana	usa	24.2	24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fe300e73-3e70-4bca-a994-68d01c175fce	ambystoma_maculatum	NA	NA	NA	2024-10-13	rv_pond	pennsylvania	usa	13.9	13.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2c579e8a-4abe-41f6-a547-261214391904	rana_pipiens	NA	NA	NA	2019-08-13	shelburne_pond	vermont	usa	22.4	22.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aeed19ee-83a2-433d-bcc8-8c5c49463993	lithobates_sphenocephalus	NA	NA	NA	2019-04-04	deer	tennessee	usa	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c9f588c7-c639-4131-93af-bb66cc12d1da	rana_catesbeiana	8614e569-4c81-411a-88bc-1e4b465d067e	AMPBath00042	6606.05	2022-06-27	vorisek_pond	pennsylvania	usa	20.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3fac573d-00ee-4ba6-9ffa-30d78566a5e5	NA	NA	NA	NA	2016-07-13	cerro_negro	santa_fe	panama	NA	NA	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1101
4a2403e7-0095-4505-a990-12fbad458ddc	pristimantis	NA	NA	NA	2016-07-04	rio_marta	el_cope	panama	NA	NA	tree trunk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398
a1a1ed29-5beb-4527-bf76-75a217aaf109	notophthalmus_viridescens	NA	NA	NA	2018-05-01	camp_johnson_pond_1	vermont	usa	18.4	18.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ce59becd-9ed9-5af4-94ab-0854f249c19c	rana_catesbeiana	NA	NA	NA	2024-07-02	tuttle_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55cf346b-f77e-4fad-9e0b-2a4c0a444fdc	rana_pipiens	NA	NA	NA	2017-08-17	hatchery	pennsylvania	usa	23.4	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f04d6a3c-dc55-493d-90f9-0f78ef74c624	silverstoneia_flotator	NA	NA	NA	2016-06-23	rio_blanco	el_cope	panama	NA	NA	mud	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	685
562dddf6-66b0-431f-a49b-d159aab145a1	rana_pipiens	NA	NA	NA	2017-06-15	hatchery	pennsylvania	usa	24.5	25.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58dc2e0d-d1d1-4952-984e-e569b219ea43	lithobates_sphenocephalus	NA	NA	NA	2017-08-10	sink	tennessee	usa	24	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5f81eff6-8f5b-4c17-aecc-1c98e4cefe9d	acris_blanchardi	NA	NA	NA	2018-03-22	solomon_lane	louisiana	usa	23	22.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6c000be4-5779-49d4-907c-c131c67ca40d	silverstoneia_flotator	NA	NA	NA	2015-07-03	sophia_stream	el_cope	panama	NA	NA	ll	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347
30f75bed-9fa1-48eb-b3e8-9ad844af1560	notophthalmus_viridescens	NA	NA	NA	2017-05-18	camp_johnson_pond_2	vermont	usa	23.2	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a73df206-d2c5-4061-bb7d-c4d3d66386f2	smilisca_phaeota	NA	NA	NA	2016-06-27	sophia_stream	el_cope	panama	NA	NA	puddle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347
a68188cb-871b-4520-8dff-47c2f39d88e5	lithobates_chiricahuensis	NA	NA	NA	2018-10-11	johnson_tank	new_mexico	usa	15.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0ee05fe5-29f4-4ab1-8bb3-24986d2dd18f	colostethus_panamansis	NA	NA	NA	2024-07-21	guabal	el_cope	panama	NA	27.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	552
a4d35557-80a6-48d9-874e-6c5756dbab8d	rana_sierrae	NA	NA	NA	2022-08-09	70567	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3206
bcba6b91-ab30-454b-9417-d2ba8b00afcb	rana_sierrae	NA	NA	NA	2023-08-26	70062	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3219
9f72a656-9942-4499-8cf4-07ac5949bd85	rana_sierrae	NA	NA	NA	2023-09-13	50731	california	usa	11	9	water surface	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3359
c1f619e3-7c37-45ac-a485-20c265b9a6f7	rana_pipiens	NA	NA	NA	2019-08-13	shelburne_pond	vermont	usa	25	27.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28fc1e03-d090-4d84-b888-efff32465f98	rana_catesbeiana	NA	NA	NA	2024-05-21	tuttle_pond	pennsylvania	usa	22.4	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b3706268-bf02-4775-99be-54142bbf494d	rana_catesbeiana	NA	NA	NA	2022-07-12	rv_pond	pennsylvania	usa	20.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
abde0687-3ecb-4597-a0ad-c790e9072dde	rana_pipiens	NA	NA	NA	2019-08-13	shelburne_pond	vermont	usa	27.3	27.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57c08092-2c64-48e0-8742-82661a85f01b	lithobates_sphenocephalus	NA	NA	NA	2018-03-17	solomon_lane	louisiana	usa	22	22.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27efee42-685d-4ca2-9d8f-1b7242e76b0e	lithobates_warszewitschii	NA	NA	NA	2015-12-09	rio_maria	el_valle	panama	20.7	20	leaf litter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
aff63bf4-eaf5-472f-b0e8-a1e667bd71bc	colostethus_panamansis	NA	NA	NA	2016-06-25	medina	el_cope	panama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
0262b4ca-f5e1-4f99-8305-779e92b62f0b	notophthalmus_viridescens	NA	NA	NA	2017-04-14	camp_johnson_pond_2	vermont	usa	17	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c665cc5c-cd87-4b70-9161-2c7e7bb86949	lithobates_sphenocephalus	NA	NA	NA	2018-04-18	sink	tennessee	usa	16	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cde38c81-a14c-4eee-bd86-0fc56082afca	lithobates_sphenocephalus	NA	NA	NA	2018-10-07	horse_head_ephemeral	louisiana	usa	23.5	23.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f70fe402-0923-4c36-8498-8c57caa7866d	lithobates_sphenocephalus	NA	NA	NA	2017-04-20	kisatchie_bayou	louisiana	usa	21.8	21.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633d82c-b6c7-557a-8074-1ca4ab276c47	rana_catesbeiana	NA	NA	NA	2024-07-03	tuttle_pond	pennsylvania	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0da67915-b136-4e9c-8008-84bcefd9d4ee	lithobates_sphenocephalus	NA	NA	NA	2017-10-09	sink	tennessee	usa	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9472b769-1a0a-4828-836f-e636df608355	sachatamia_albomaculata	NA	NA	NA	2016-06-24	guabal	el_cope	panama	NA	NA	leaf 1.8 m high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	552
99bbb727-e96e-434c-a6de-51982e11c67d	lithobates_chiricahuensis	NA	NA	NA	2018-08-01	johnson_tank	new_mexico	usa	21.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b24e533f-7766-4850-9e55-00c55657fd7f	notophthalmus_viridescens	NA	NA	NA	2017-05-18	camp_johnson_pond_2	vermont	usa	23.2	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f9207d5f-9029-4757-bd3c-62932bf39e84	pseudacris_regilla	NA	NA	NA	2023-07-20	20135	california	usa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3380
efd8c31b-95f2-451d-8518-02887ca01a8a	rana_pipiens	NA	NA	NA	2019-10-23	shelburne_pond	vermont	usa	15.1	12.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413cbfe4-eccc-400a-ac31-fad93123af5e	craugastor_crassidigitus	NA	NA	NA	2015-06-25	rabbit_stream	altos_de_campana	panama	NA	NA	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	619
02363602-7329-40c2-9b04-4536bc412a4c	espadarana_prosoblepon	NA	NA	NA	2015-06-17	rio_maria	el_valle	panama	NA	NA	leaf (3 m high)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819
9e947420-9c79-4878-95aa-f7c29f489f75	lithobates_sphenocephalus	NA	NA	NA	2019-02-23	horse_head_ephemeral	louisiana	usa	13.7	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c1f48543-825c-4fc1-804b-39fbb893a292	rana_pipiens	NA	NA	NA	2017-07-20	cow_pit	pennsylvania	usa	22	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18a21922-1e48-4c95-90b2-884cb2240b5e	hyla_versicolor	NA	NA	NA	2017-05-16	camp_johnson_pond_1	vermont	usa	20	20.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c4b5c3c1-cff2-4521-9d1e-706189f38fe7	rana_sierrae	23228713-f097-5c8c-ba8c-7e5003d60990	SN_AMP0200	76.38	2024-06-28	50731	california	usa	21	26	rock	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3359
